"","obs_sd","context_sd","prior_sd"
"1",0.5,0.25,0.5
"2",1,0.25,0.5
"3",1.5,0.25,0.5
"4",2,0.25,0.5
"5",2.5,0.25,0.5
"6",3,0.25,0.5
"7",3.5,0.25,0.5
"8",4,0.25,0.5
"9",4.5,0.25,0.5
"10",5,0.25,0.5
"11",5.5,0.25,0.5
"12",6,0.25,0.5
"13",6.5,0.25,0.5
"14",7,0.25,0.5
"15",7.5,0.25,0.5
"16",8,0.25,0.5
"17",8.5,0.25,0.5
"18",9,0.25,0.5
"19",9.5,0.25,0.5
"20",10,0.25,0.5
"21",10.5,0.25,0.5
"22",11,0.25,0.5
"23",11.5,0.25,0.5
"24",12,0.25,0.5
"25",12.5,0.25,0.5
"26",13,0.25,0.5
"27",13.5,0.25,0.5
"28",14,0.25,0.5
"29",14.5,0.25,0.5
"30",15,0.25,0.5
"31",15.5,0.25,0.5
"32",16,0.25,0.5
"33",0.5,0.5,0.5
"34",1,0.5,0.5
"35",1.5,0.5,0.5
"36",2,0.5,0.5
"37",2.5,0.5,0.5
"38",3,0.5,0.5
"39",3.5,0.5,0.5
"40",4,0.5,0.5
"41",4.5,0.5,0.5
"42",5,0.5,0.5
"43",5.5,0.5,0.5
"44",6,0.5,0.5
"45",6.5,0.5,0.5
"46",7,0.5,0.5
"47",7.5,0.5,0.5
"48",8,0.5,0.5
"49",8.5,0.5,0.5
"50",9,0.5,0.5
"51",9.5,0.5,0.5
"52",10,0.5,0.5
"53",10.5,0.5,0.5
"54",11,0.5,0.5
"55",11.5,0.5,0.5
"56",12,0.5,0.5
"57",12.5,0.5,0.5
"58",13,0.5,0.5
"59",13.5,0.5,0.5
"60",14,0.5,0.5
"61",14.5,0.5,0.5
"62",15,0.5,0.5
"63",15.5,0.5,0.5
"64",16,0.5,0.5
"65",0.5,0.75,0.5
"66",1,0.75,0.5
"67",1.5,0.75,0.5
"68",2,0.75,0.5
"69",2.5,0.75,0.5
"70",3,0.75,0.5
"71",3.5,0.75,0.5
"72",4,0.75,0.5
"73",4.5,0.75,0.5
"74",5,0.75,0.5
"75",5.5,0.75,0.5
"76",6,0.75,0.5
"77",6.5,0.75,0.5
"78",7,0.75,0.5
"79",7.5,0.75,0.5
"80",8,0.75,0.5
"81",8.5,0.75,0.5
"82",9,0.75,0.5
"83",9.5,0.75,0.5
"84",10,0.75,0.5
"85",10.5,0.75,0.5
"86",11,0.75,0.5
"87",11.5,0.75,0.5
"88",12,0.75,0.5
"89",12.5,0.75,0.5
"90",13,0.75,0.5
"91",13.5,0.75,0.5
"92",14,0.75,0.5
"93",14.5,0.75,0.5
"94",15,0.75,0.5
"95",15.5,0.75,0.5
"96",16,0.75,0.5
"97",0.5,1,0.5
"98",1,1,0.5
"99",1.5,1,0.5
"100",2,1,0.5
"101",2.5,1,0.5
"102",3,1,0.5
"103",3.5,1,0.5
"104",4,1,0.5
"105",4.5,1,0.5
"106",5,1,0.5
"107",5.5,1,0.5
"108",6,1,0.5
"109",6.5,1,0.5
"110",7,1,0.5
"111",7.5,1,0.5
"112",8,1,0.5
"113",8.5,1,0.5
"114",9,1,0.5
"115",9.5,1,0.5
"116",10,1,0.5
"117",10.5,1,0.5
"118",11,1,0.5
"119",11.5,1,0.5
"120",12,1,0.5
"121",12.5,1,0.5
"122",13,1,0.5
"123",13.5,1,0.5
"124",14,1,0.5
"125",14.5,1,0.5
"126",15,1,0.5
"127",15.5,1,0.5
"128",16,1,0.5
"129",0.5,1.25,0.5
"130",1,1.25,0.5
"131",1.5,1.25,0.5
"132",2,1.25,0.5
"133",2.5,1.25,0.5
"134",3,1.25,0.5
"135",3.5,1.25,0.5
"136",4,1.25,0.5
"137",4.5,1.25,0.5
"138",5,1.25,0.5
"139",5.5,1.25,0.5
"140",6,1.25,0.5
"141",6.5,1.25,0.5
"142",7,1.25,0.5
"143",7.5,1.25,0.5
"144",8,1.25,0.5
"145",8.5,1.25,0.5
"146",9,1.25,0.5
"147",9.5,1.25,0.5
"148",10,1.25,0.5
"149",10.5,1.25,0.5
"150",11,1.25,0.5
"151",11.5,1.25,0.5
"152",12,1.25,0.5
"153",12.5,1.25,0.5
"154",13,1.25,0.5
"155",13.5,1.25,0.5
"156",14,1.25,0.5
"157",14.5,1.25,0.5
"158",15,1.25,0.5
"159",15.5,1.25,0.5
"160",16,1.25,0.5
"161",0.5,1.5,0.5
"162",1,1.5,0.5
"163",1.5,1.5,0.5
"164",2,1.5,0.5
"165",2.5,1.5,0.5
"166",3,1.5,0.5
"167",3.5,1.5,0.5
"168",4,1.5,0.5
"169",4.5,1.5,0.5
"170",5,1.5,0.5
"171",5.5,1.5,0.5
"172",6,1.5,0.5
"173",6.5,1.5,0.5
"174",7,1.5,0.5
"175",7.5,1.5,0.5
"176",8,1.5,0.5
"177",8.5,1.5,0.5
"178",9,1.5,0.5
"179",9.5,1.5,0.5
"180",10,1.5,0.5
"181",10.5,1.5,0.5
"182",11,1.5,0.5
"183",11.5,1.5,0.5
"184",12,1.5,0.5
"185",12.5,1.5,0.5
"186",13,1.5,0.5
"187",13.5,1.5,0.5
"188",14,1.5,0.5
"189",14.5,1.5,0.5
"190",15,1.5,0.5
"191",15.5,1.5,0.5
"192",16,1.5,0.5
"193",0.5,1.75,0.5
"194",1,1.75,0.5
"195",1.5,1.75,0.5
"196",2,1.75,0.5
"197",2.5,1.75,0.5
"198",3,1.75,0.5
"199",3.5,1.75,0.5
"200",4,1.75,0.5
"201",4.5,1.75,0.5
"202",5,1.75,0.5
"203",5.5,1.75,0.5
"204",6,1.75,0.5
"205",6.5,1.75,0.5
"206",7,1.75,0.5
"207",7.5,1.75,0.5
"208",8,1.75,0.5
"209",8.5,1.75,0.5
"210",9,1.75,0.5
"211",9.5,1.75,0.5
"212",10,1.75,0.5
"213",10.5,1.75,0.5
"214",11,1.75,0.5
"215",11.5,1.75,0.5
"216",12,1.75,0.5
"217",12.5,1.75,0.5
"218",13,1.75,0.5
"219",13.5,1.75,0.5
"220",14,1.75,0.5
"221",14.5,1.75,0.5
"222",15,1.75,0.5
"223",15.5,1.75,0.5
"224",16,1.75,0.5
"225",0.5,2,0.5
"226",1,2,0.5
"227",1.5,2,0.5
"228",2,2,0.5
"229",2.5,2,0.5
"230",3,2,0.5
"231",3.5,2,0.5
"232",4,2,0.5
"233",4.5,2,0.5
"234",5,2,0.5
"235",5.5,2,0.5
"236",6,2,0.5
"237",6.5,2,0.5
"238",7,2,0.5
"239",7.5,2,0.5
"240",8,2,0.5
"241",8.5,2,0.5
"242",9,2,0.5
"243",9.5,2,0.5
"244",10,2,0.5
"245",10.5,2,0.5
"246",11,2,0.5
"247",11.5,2,0.5
"248",12,2,0.5
"249",12.5,2,0.5
"250",13,2,0.5
"251",13.5,2,0.5
"252",14,2,0.5
"253",14.5,2,0.5
"254",15,2,0.5
"255",15.5,2,0.5
"256",16,2,0.5
"257",0.5,2.25,0.5
"258",1,2.25,0.5
"259",1.5,2.25,0.5
"260",2,2.25,0.5
"261",2.5,2.25,0.5
"262",3,2.25,0.5
"263",3.5,2.25,0.5
"264",4,2.25,0.5
"265",4.5,2.25,0.5
"266",5,2.25,0.5
"267",5.5,2.25,0.5
"268",6,2.25,0.5
"269",6.5,2.25,0.5
"270",7,2.25,0.5
"271",7.5,2.25,0.5
"272",8,2.25,0.5
"273",8.5,2.25,0.5
"274",9,2.25,0.5
"275",9.5,2.25,0.5
"276",10,2.25,0.5
"277",10.5,2.25,0.5
"278",11,2.25,0.5
"279",11.5,2.25,0.5
"280",12,2.25,0.5
"281",12.5,2.25,0.5
"282",13,2.25,0.5
"283",13.5,2.25,0.5
"284",14,2.25,0.5
"285",14.5,2.25,0.5
"286",15,2.25,0.5
"287",15.5,2.25,0.5
"288",16,2.25,0.5
"289",0.5,2.5,0.5
"290",1,2.5,0.5
"291",1.5,2.5,0.5
"292",2,2.5,0.5
"293",2.5,2.5,0.5
"294",3,2.5,0.5
"295",3.5,2.5,0.5
"296",4,2.5,0.5
"297",4.5,2.5,0.5
"298",5,2.5,0.5
"299",5.5,2.5,0.5
"300",6,2.5,0.5
"301",6.5,2.5,0.5
"302",7,2.5,0.5
"303",7.5,2.5,0.5
"304",8,2.5,0.5
"305",8.5,2.5,0.5
"306",9,2.5,0.5
"307",9.5,2.5,0.5
"308",10,2.5,0.5
"309",10.5,2.5,0.5
"310",11,2.5,0.5
"311",11.5,2.5,0.5
"312",12,2.5,0.5
"313",12.5,2.5,0.5
"314",13,2.5,0.5
"315",13.5,2.5,0.5
"316",14,2.5,0.5
"317",14.5,2.5,0.5
"318",15,2.5,0.5
"319",15.5,2.5,0.5
"320",16,2.5,0.5
"321",0.5,2.75,0.5
"322",1,2.75,0.5
"323",1.5,2.75,0.5
"324",2,2.75,0.5
"325",2.5,2.75,0.5
"326",3,2.75,0.5
"327",3.5,2.75,0.5
"328",4,2.75,0.5
"329",4.5,2.75,0.5
"330",5,2.75,0.5
"331",5.5,2.75,0.5
"332",6,2.75,0.5
"333",6.5,2.75,0.5
"334",7,2.75,0.5
"335",7.5,2.75,0.5
"336",8,2.75,0.5
"337",8.5,2.75,0.5
"338",9,2.75,0.5
"339",9.5,2.75,0.5
"340",10,2.75,0.5
"341",10.5,2.75,0.5
"342",11,2.75,0.5
"343",11.5,2.75,0.5
"344",12,2.75,0.5
"345",12.5,2.75,0.5
"346",13,2.75,0.5
"347",13.5,2.75,0.5
"348",14,2.75,0.5
"349",14.5,2.75,0.5
"350",15,2.75,0.5
"351",15.5,2.75,0.5
"352",16,2.75,0.5
"353",0.5,3,0.5
"354",1,3,0.5
"355",1.5,3,0.5
"356",2,3,0.5
"357",2.5,3,0.5
"358",3,3,0.5
"359",3.5,3,0.5
"360",4,3,0.5
"361",4.5,3,0.5
"362",5,3,0.5
"363",5.5,3,0.5
"364",6,3,0.5
"365",6.5,3,0.5
"366",7,3,0.5
"367",7.5,3,0.5
"368",8,3,0.5
"369",8.5,3,0.5
"370",9,3,0.5
"371",9.5,3,0.5
"372",10,3,0.5
"373",10.5,3,0.5
"374",11,3,0.5
"375",11.5,3,0.5
"376",12,3,0.5
"377",12.5,3,0.5
"378",13,3,0.5
"379",13.5,3,0.5
"380",14,3,0.5
"381",14.5,3,0.5
"382",15,3,0.5
"383",15.5,3,0.5
"384",16,3,0.5
"385",0.5,3.25,0.5
"386",1,3.25,0.5
"387",1.5,3.25,0.5
"388",2,3.25,0.5
"389",2.5,3.25,0.5
"390",3,3.25,0.5
"391",3.5,3.25,0.5
"392",4,3.25,0.5
"393",4.5,3.25,0.5
"394",5,3.25,0.5
"395",5.5,3.25,0.5
"396",6,3.25,0.5
"397",6.5,3.25,0.5
"398",7,3.25,0.5
"399",7.5,3.25,0.5
"400",8,3.25,0.5
"401",8.5,3.25,0.5
"402",9,3.25,0.5
"403",9.5,3.25,0.5
"404",10,3.25,0.5
"405",10.5,3.25,0.5
"406",11,3.25,0.5
"407",11.5,3.25,0.5
"408",12,3.25,0.5
"409",12.5,3.25,0.5
"410",13,3.25,0.5
"411",13.5,3.25,0.5
"412",14,3.25,0.5
"413",14.5,3.25,0.5
"414",15,3.25,0.5
"415",15.5,3.25,0.5
"416",16,3.25,0.5
"417",0.5,3.5,0.5
"418",1,3.5,0.5
"419",1.5,3.5,0.5
"420",2,3.5,0.5
"421",2.5,3.5,0.5
"422",3,3.5,0.5
"423",3.5,3.5,0.5
"424",4,3.5,0.5
"425",4.5,3.5,0.5
"426",5,3.5,0.5
"427",5.5,3.5,0.5
"428",6,3.5,0.5
"429",6.5,3.5,0.5
"430",7,3.5,0.5
"431",7.5,3.5,0.5
"432",8,3.5,0.5
"433",8.5,3.5,0.5
"434",9,3.5,0.5
"435",9.5,3.5,0.5
"436",10,3.5,0.5
"437",10.5,3.5,0.5
"438",11,3.5,0.5
"439",11.5,3.5,0.5
"440",12,3.5,0.5
"441",12.5,3.5,0.5
"442",13,3.5,0.5
"443",13.5,3.5,0.5
"444",14,3.5,0.5
"445",14.5,3.5,0.5
"446",15,3.5,0.5
"447",15.5,3.5,0.5
"448",16,3.5,0.5
"449",0.5,3.75,0.5
"450",1,3.75,0.5
"451",1.5,3.75,0.5
"452",2,3.75,0.5
"453",2.5,3.75,0.5
"454",3,3.75,0.5
"455",3.5,3.75,0.5
"456",4,3.75,0.5
"457",4.5,3.75,0.5
"458",5,3.75,0.5
"459",5.5,3.75,0.5
"460",6,3.75,0.5
"461",6.5,3.75,0.5
"462",7,3.75,0.5
"463",7.5,3.75,0.5
"464",8,3.75,0.5
"465",8.5,3.75,0.5
"466",9,3.75,0.5
"467",9.5,3.75,0.5
"468",10,3.75,0.5
"469",10.5,3.75,0.5
"470",11,3.75,0.5
"471",11.5,3.75,0.5
"472",12,3.75,0.5
"473",12.5,3.75,0.5
"474",13,3.75,0.5
"475",13.5,3.75,0.5
"476",14,3.75,0.5
"477",14.5,3.75,0.5
"478",15,3.75,0.5
"479",15.5,3.75,0.5
"480",16,3.75,0.5
"481",0.5,4,0.5
"482",1,4,0.5
"483",1.5,4,0.5
"484",2,4,0.5
"485",2.5,4,0.5
"486",3,4,0.5
"487",3.5,4,0.5
"488",4,4,0.5
"489",4.5,4,0.5
"490",5,4,0.5
"491",5.5,4,0.5
"492",6,4,0.5
"493",6.5,4,0.5
"494",7,4,0.5
"495",7.5,4,0.5
"496",8,4,0.5
"497",8.5,4,0.5
"498",9,4,0.5
"499",9.5,4,0.5
"500",10,4,0.5
"501",10.5,4,0.5
"502",11,4,0.5
"503",11.5,4,0.5
"504",12,4,0.5
"505",12.5,4,0.5
"506",13,4,0.5
"507",13.5,4,0.5
"508",14,4,0.5
"509",14.5,4,0.5
"510",15,4,0.5
"511",15.5,4,0.5
"512",16,4,0.5
"513",0.5,0.25,1
"514",1,0.25,1
"515",1.5,0.25,1
"516",2,0.25,1
"517",2.5,0.25,1
"518",3,0.25,1
"519",3.5,0.25,1
"520",4,0.25,1
"521",4.5,0.25,1
"522",5,0.25,1
"523",5.5,0.25,1
"524",6,0.25,1
"525",6.5,0.25,1
"526",7,0.25,1
"527",7.5,0.25,1
"528",8,0.25,1
"529",8.5,0.25,1
"530",9,0.25,1
"531",9.5,0.25,1
"532",10,0.25,1
"533",10.5,0.25,1
"534",11,0.25,1
"535",11.5,0.25,1
"536",12,0.25,1
"537",12.5,0.25,1
"538",13,0.25,1
"539",13.5,0.25,1
"540",14,0.25,1
"541",14.5,0.25,1
"542",15,0.25,1
"543",15.5,0.25,1
"544",16,0.25,1
"545",0.5,0.5,1
"546",1,0.5,1
"547",1.5,0.5,1
"548",2,0.5,1
"549",2.5,0.5,1
"550",3,0.5,1
"551",3.5,0.5,1
"552",4,0.5,1
"553",4.5,0.5,1
"554",5,0.5,1
"555",5.5,0.5,1
"556",6,0.5,1
"557",6.5,0.5,1
"558",7,0.5,1
"559",7.5,0.5,1
"560",8,0.5,1
"561",8.5,0.5,1
"562",9,0.5,1
"563",9.5,0.5,1
"564",10,0.5,1
"565",10.5,0.5,1
"566",11,0.5,1
"567",11.5,0.5,1
"568",12,0.5,1
"569",12.5,0.5,1
"570",13,0.5,1
"571",13.5,0.5,1
"572",14,0.5,1
"573",14.5,0.5,1
"574",15,0.5,1
"575",15.5,0.5,1
"576",16,0.5,1
"577",0.5,0.75,1
"578",1,0.75,1
"579",1.5,0.75,1
"580",2,0.75,1
"581",2.5,0.75,1
"582",3,0.75,1
"583",3.5,0.75,1
"584",4,0.75,1
"585",4.5,0.75,1
"586",5,0.75,1
"587",5.5,0.75,1
"588",6,0.75,1
"589",6.5,0.75,1
"590",7,0.75,1
"591",7.5,0.75,1
"592",8,0.75,1
"593",8.5,0.75,1
"594",9,0.75,1
"595",9.5,0.75,1
"596",10,0.75,1
"597",10.5,0.75,1
"598",11,0.75,1
"599",11.5,0.75,1
"600",12,0.75,1
"601",12.5,0.75,1
"602",13,0.75,1
"603",13.5,0.75,1
"604",14,0.75,1
"605",14.5,0.75,1
"606",15,0.75,1
"607",15.5,0.75,1
"608",16,0.75,1
"609",0.5,1,1
"610",1,1,1
"611",1.5,1,1
"612",2,1,1
"613",2.5,1,1
"614",3,1,1
"615",3.5,1,1
"616",4,1,1
"617",4.5,1,1
"618",5,1,1
"619",5.5,1,1
"620",6,1,1
"621",6.5,1,1
"622",7,1,1
"623",7.5,1,1
"624",8,1,1
"625",8.5,1,1
"626",9,1,1
"627",9.5,1,1
"628",10,1,1
"629",10.5,1,1
"630",11,1,1
"631",11.5,1,1
"632",12,1,1
"633",12.5,1,1
"634",13,1,1
"635",13.5,1,1
"636",14,1,1
"637",14.5,1,1
"638",15,1,1
"639",15.5,1,1
"640",16,1,1
"641",0.5,1.25,1
"642",1,1.25,1
"643",1.5,1.25,1
"644",2,1.25,1
"645",2.5,1.25,1
"646",3,1.25,1
"647",3.5,1.25,1
"648",4,1.25,1
"649",4.5,1.25,1
"650",5,1.25,1
"651",5.5,1.25,1
"652",6,1.25,1
"653",6.5,1.25,1
"654",7,1.25,1
"655",7.5,1.25,1
"656",8,1.25,1
"657",8.5,1.25,1
"658",9,1.25,1
"659",9.5,1.25,1
"660",10,1.25,1
"661",10.5,1.25,1
"662",11,1.25,1
"663",11.5,1.25,1
"664",12,1.25,1
"665",12.5,1.25,1
"666",13,1.25,1
"667",13.5,1.25,1
"668",14,1.25,1
"669",14.5,1.25,1
"670",15,1.25,1
"671",15.5,1.25,1
"672",16,1.25,1
"673",0.5,1.5,1
"674",1,1.5,1
"675",1.5,1.5,1
"676",2,1.5,1
"677",2.5,1.5,1
"678",3,1.5,1
"679",3.5,1.5,1
"680",4,1.5,1
"681",4.5,1.5,1
"682",5,1.5,1
"683",5.5,1.5,1
"684",6,1.5,1
"685",6.5,1.5,1
"686",7,1.5,1
"687",7.5,1.5,1
"688",8,1.5,1
"689",8.5,1.5,1
"690",9,1.5,1
"691",9.5,1.5,1
"692",10,1.5,1
"693",10.5,1.5,1
"694",11,1.5,1
"695",11.5,1.5,1
"696",12,1.5,1
"697",12.5,1.5,1
"698",13,1.5,1
"699",13.5,1.5,1
"700",14,1.5,1
"701",14.5,1.5,1
"702",15,1.5,1
"703",15.5,1.5,1
"704",16,1.5,1
"705",0.5,1.75,1
"706",1,1.75,1
"707",1.5,1.75,1
"708",2,1.75,1
"709",2.5,1.75,1
"710",3,1.75,1
"711",3.5,1.75,1
"712",4,1.75,1
"713",4.5,1.75,1
"714",5,1.75,1
"715",5.5,1.75,1
"716",6,1.75,1
"717",6.5,1.75,1
"718",7,1.75,1
"719",7.5,1.75,1
"720",8,1.75,1
"721",8.5,1.75,1
"722",9,1.75,1
"723",9.5,1.75,1
"724",10,1.75,1
"725",10.5,1.75,1
"726",11,1.75,1
"727",11.5,1.75,1
"728",12,1.75,1
"729",12.5,1.75,1
"730",13,1.75,1
"731",13.5,1.75,1
"732",14,1.75,1
"733",14.5,1.75,1
"734",15,1.75,1
"735",15.5,1.75,1
"736",16,1.75,1
"737",0.5,2,1
"738",1,2,1
"739",1.5,2,1
"740",2,2,1
"741",2.5,2,1
"742",3,2,1
"743",3.5,2,1
"744",4,2,1
"745",4.5,2,1
"746",5,2,1
"747",5.5,2,1
"748",6,2,1
"749",6.5,2,1
"750",7,2,1
"751",7.5,2,1
"752",8,2,1
"753",8.5,2,1
"754",9,2,1
"755",9.5,2,1
"756",10,2,1
"757",10.5,2,1
"758",11,2,1
"759",11.5,2,1
"760",12,2,1
"761",12.5,2,1
"762",13,2,1
"763",13.5,2,1
"764",14,2,1
"765",14.5,2,1
"766",15,2,1
"767",15.5,2,1
"768",16,2,1
"769",0.5,2.25,1
"770",1,2.25,1
"771",1.5,2.25,1
"772",2,2.25,1
"773",2.5,2.25,1
"774",3,2.25,1
"775",3.5,2.25,1
"776",4,2.25,1
"777",4.5,2.25,1
"778",5,2.25,1
"779",5.5,2.25,1
"780",6,2.25,1
"781",6.5,2.25,1
"782",7,2.25,1
"783",7.5,2.25,1
"784",8,2.25,1
"785",8.5,2.25,1
"786",9,2.25,1
"787",9.5,2.25,1
"788",10,2.25,1
"789",10.5,2.25,1
"790",11,2.25,1
"791",11.5,2.25,1
"792",12,2.25,1
"793",12.5,2.25,1
"794",13,2.25,1
"795",13.5,2.25,1
"796",14,2.25,1
"797",14.5,2.25,1
"798",15,2.25,1
"799",15.5,2.25,1
"800",16,2.25,1
"801",0.5,2.5,1
"802",1,2.5,1
"803",1.5,2.5,1
"804",2,2.5,1
"805",2.5,2.5,1
"806",3,2.5,1
"807",3.5,2.5,1
"808",4,2.5,1
"809",4.5,2.5,1
"810",5,2.5,1
"811",5.5,2.5,1
"812",6,2.5,1
"813",6.5,2.5,1
"814",7,2.5,1
"815",7.5,2.5,1
"816",8,2.5,1
"817",8.5,2.5,1
"818",9,2.5,1
"819",9.5,2.5,1
"820",10,2.5,1
"821",10.5,2.5,1
"822",11,2.5,1
"823",11.5,2.5,1
"824",12,2.5,1
"825",12.5,2.5,1
"826",13,2.5,1
"827",13.5,2.5,1
"828",14,2.5,1
"829",14.5,2.5,1
"830",15,2.5,1
"831",15.5,2.5,1
"832",16,2.5,1
"833",0.5,2.75,1
"834",1,2.75,1
"835",1.5,2.75,1
"836",2,2.75,1
"837",2.5,2.75,1
"838",3,2.75,1
"839",3.5,2.75,1
"840",4,2.75,1
"841",4.5,2.75,1
"842",5,2.75,1
"843",5.5,2.75,1
"844",6,2.75,1
"845",6.5,2.75,1
"846",7,2.75,1
"847",7.5,2.75,1
"848",8,2.75,1
"849",8.5,2.75,1
"850",9,2.75,1
"851",9.5,2.75,1
"852",10,2.75,1
"853",10.5,2.75,1
"854",11,2.75,1
"855",11.5,2.75,1
"856",12,2.75,1
"857",12.5,2.75,1
"858",13,2.75,1
"859",13.5,2.75,1
"860",14,2.75,1
"861",14.5,2.75,1
"862",15,2.75,1
"863",15.5,2.75,1
"864",16,2.75,1
"865",0.5,3,1
"866",1,3,1
"867",1.5,3,1
"868",2,3,1
"869",2.5,3,1
"870",3,3,1
"871",3.5,3,1
"872",4,3,1
"873",4.5,3,1
"874",5,3,1
"875",5.5,3,1
"876",6,3,1
"877",6.5,3,1
"878",7,3,1
"879",7.5,3,1
"880",8,3,1
"881",8.5,3,1
"882",9,3,1
"883",9.5,3,1
"884",10,3,1
"885",10.5,3,1
"886",11,3,1
"887",11.5,3,1
"888",12,3,1
"889",12.5,3,1
"890",13,3,1
"891",13.5,3,1
"892",14,3,1
"893",14.5,3,1
"894",15,3,1
"895",15.5,3,1
"896",16,3,1
"897",0.5,3.25,1
"898",1,3.25,1
"899",1.5,3.25,1
"900",2,3.25,1
"901",2.5,3.25,1
"902",3,3.25,1
"903",3.5,3.25,1
"904",4,3.25,1
"905",4.5,3.25,1
"906",5,3.25,1
"907",5.5,3.25,1
"908",6,3.25,1
"909",6.5,3.25,1
"910",7,3.25,1
"911",7.5,3.25,1
"912",8,3.25,1
"913",8.5,3.25,1
"914",9,3.25,1
"915",9.5,3.25,1
"916",10,3.25,1
"917",10.5,3.25,1
"918",11,3.25,1
"919",11.5,3.25,1
"920",12,3.25,1
"921",12.5,3.25,1
"922",13,3.25,1
"923",13.5,3.25,1
"924",14,3.25,1
"925",14.5,3.25,1
"926",15,3.25,1
"927",15.5,3.25,1
"928",16,3.25,1
"929",0.5,3.5,1
"930",1,3.5,1
"931",1.5,3.5,1
"932",2,3.5,1
"933",2.5,3.5,1
"934",3,3.5,1
"935",3.5,3.5,1
"936",4,3.5,1
"937",4.5,3.5,1
"938",5,3.5,1
"939",5.5,3.5,1
"940",6,3.5,1
"941",6.5,3.5,1
"942",7,3.5,1
"943",7.5,3.5,1
"944",8,3.5,1
"945",8.5,3.5,1
"946",9,3.5,1
"947",9.5,3.5,1
"948",10,3.5,1
"949",10.5,3.5,1
"950",11,3.5,1
"951",11.5,3.5,1
"952",12,3.5,1
"953",12.5,3.5,1
"954",13,3.5,1
"955",13.5,3.5,1
"956",14,3.5,1
"957",14.5,3.5,1
"958",15,3.5,1
"959",15.5,3.5,1
"960",16,3.5,1
"961",0.5,3.75,1
"962",1,3.75,1
"963",1.5,3.75,1
"964",2,3.75,1
"965",2.5,3.75,1
"966",3,3.75,1
"967",3.5,3.75,1
"968",4,3.75,1
"969",4.5,3.75,1
"970",5,3.75,1
"971",5.5,3.75,1
"972",6,3.75,1
"973",6.5,3.75,1
"974",7,3.75,1
"975",7.5,3.75,1
"976",8,3.75,1
"977",8.5,3.75,1
"978",9,3.75,1
"979",9.5,3.75,1
"980",10,3.75,1
"981",10.5,3.75,1
"982",11,3.75,1
"983",11.5,3.75,1
"984",12,3.75,1
"985",12.5,3.75,1
"986",13,3.75,1
"987",13.5,3.75,1
"988",14,3.75,1
"989",14.5,3.75,1
"990",15,3.75,1
"991",15.5,3.75,1
"992",16,3.75,1
"993",0.5,4,1
"994",1,4,1
"995",1.5,4,1
"996",2,4,1
"997",2.5,4,1
"998",3,4,1
"999",3.5,4,1
"1000",4,4,1
"1001",4.5,4,1
"1002",5,4,1
"1003",5.5,4,1
"1004",6,4,1
"1005",6.5,4,1
"1006",7,4,1
"1007",7.5,4,1
"1008",8,4,1
"1009",8.5,4,1
"1010",9,4,1
"1011",9.5,4,1
"1012",10,4,1
"1013",10.5,4,1
"1014",11,4,1
"1015",11.5,4,1
"1016",12,4,1
"1017",12.5,4,1
"1018",13,4,1
"1019",13.5,4,1
"1020",14,4,1
"1021",14.5,4,1
"1022",15,4,1
"1023",15.5,4,1
"1024",16,4,1
"1025",0.5,0.25,1.5
"1026",1,0.25,1.5
"1027",1.5,0.25,1.5
"1028",2,0.25,1.5
"1029",2.5,0.25,1.5
"1030",3,0.25,1.5
"1031",3.5,0.25,1.5
"1032",4,0.25,1.5
"1033",4.5,0.25,1.5
"1034",5,0.25,1.5
"1035",5.5,0.25,1.5
"1036",6,0.25,1.5
"1037",6.5,0.25,1.5
"1038",7,0.25,1.5
"1039",7.5,0.25,1.5
"1040",8,0.25,1.5
"1041",8.5,0.25,1.5
"1042",9,0.25,1.5
"1043",9.5,0.25,1.5
"1044",10,0.25,1.5
"1045",10.5,0.25,1.5
"1046",11,0.25,1.5
"1047",11.5,0.25,1.5
"1048",12,0.25,1.5
"1049",12.5,0.25,1.5
"1050",13,0.25,1.5
"1051",13.5,0.25,1.5
"1052",14,0.25,1.5
"1053",14.5,0.25,1.5
"1054",15,0.25,1.5
"1055",15.5,0.25,1.5
"1056",16,0.25,1.5
"1057",0.5,0.5,1.5
"1058",1,0.5,1.5
"1059",1.5,0.5,1.5
"1060",2,0.5,1.5
"1061",2.5,0.5,1.5
"1062",3,0.5,1.5
"1063",3.5,0.5,1.5
"1064",4,0.5,1.5
"1065",4.5,0.5,1.5
"1066",5,0.5,1.5
"1067",5.5,0.5,1.5
"1068",6,0.5,1.5
"1069",6.5,0.5,1.5
"1070",7,0.5,1.5
"1071",7.5,0.5,1.5
"1072",8,0.5,1.5
"1073",8.5,0.5,1.5
"1074",9,0.5,1.5
"1075",9.5,0.5,1.5
"1076",10,0.5,1.5
"1077",10.5,0.5,1.5
"1078",11,0.5,1.5
"1079",11.5,0.5,1.5
"1080",12,0.5,1.5
"1081",12.5,0.5,1.5
"1082",13,0.5,1.5
"1083",13.5,0.5,1.5
"1084",14,0.5,1.5
"1085",14.5,0.5,1.5
"1086",15,0.5,1.5
"1087",15.5,0.5,1.5
"1088",16,0.5,1.5
"1089",0.5,0.75,1.5
"1090",1,0.75,1.5
"1091",1.5,0.75,1.5
"1092",2,0.75,1.5
"1093",2.5,0.75,1.5
"1094",3,0.75,1.5
"1095",3.5,0.75,1.5
"1096",4,0.75,1.5
"1097",4.5,0.75,1.5
"1098",5,0.75,1.5
"1099",5.5,0.75,1.5
"1100",6,0.75,1.5
