"","obs_sd","context_sd","prior_sd"
"3076",2,0.25,3.5
"3077",2.5,0.25,3.5
"3078",3,0.25,3.5
"3079",3.5,0.25,3.5
"3080",4,0.25,3.5
"3081",4.5,0.25,3.5
"3082",5,0.25,3.5
"3083",5.5,0.25,3.5
"3084",6,0.25,3.5
"3085",6.5,0.25,3.5
"3086",7,0.25,3.5
"3087",7.5,0.25,3.5
"3088",8,0.25,3.5
"3089",8.5,0.25,3.5
"3090",9,0.25,3.5
"3091",9.5,0.25,3.5
"3092",10,0.25,3.5
"3093",10.5,0.25,3.5
"3094",11,0.25,3.5
"3095",11.5,0.25,3.5
"3096",12,0.25,3.5
"3097",12.5,0.25,3.5
"3098",13,0.25,3.5
"3099",13.5,0.25,3.5
"3100",14,0.25,3.5
"3101",14.5,0.25,3.5
"3102",15,0.25,3.5
"3103",15.5,0.25,3.5
"3104",16,0.25,3.5
"3105",0.5,0.5,3.5
"3106",1,0.5,3.5
"3107",1.5,0.5,3.5
"3108",2,0.5,3.5
"3109",2.5,0.5,3.5
"3110",3,0.5,3.5
"3111",3.5,0.5,3.5
"3112",4,0.5,3.5
"3113",4.5,0.5,3.5
"3114",5,0.5,3.5
"3115",5.5,0.5,3.5
"3116",6,0.5,3.5
"3117",6.5,0.5,3.5
"3118",7,0.5,3.5
"3119",7.5,0.5,3.5
"3120",8,0.5,3.5
"3121",8.5,0.5,3.5
"3122",9,0.5,3.5
"3123",9.5,0.5,3.5
"3124",10,0.5,3.5
"3125",10.5,0.5,3.5
"3126",11,0.5,3.5
"3127",11.5,0.5,3.5
"3128",12,0.5,3.5
"3129",12.5,0.5,3.5
"3130",13,0.5,3.5
"3131",13.5,0.5,3.5
"3132",14,0.5,3.5
"3133",14.5,0.5,3.5
"3134",15,0.5,3.5
"3135",15.5,0.5,3.5
"3136",16,0.5,3.5
"3137",0.5,0.75,3.5
"3138",1,0.75,3.5
"3139",1.5,0.75,3.5
"3140",2,0.75,3.5
"3141",2.5,0.75,3.5
"3142",3,0.75,3.5
"3143",3.5,0.75,3.5
"3144",4,0.75,3.5
"3145",4.5,0.75,3.5
"3146",5,0.75,3.5
"3147",5.5,0.75,3.5
"3148",6,0.75,3.5
"3149",6.5,0.75,3.5
"3150",7,0.75,3.5
"3151",7.5,0.75,3.5
"3152",8,0.75,3.5
"3153",8.5,0.75,3.5
"3154",9,0.75,3.5
"3155",9.5,0.75,3.5
"3156",10,0.75,3.5
"3157",10.5,0.75,3.5
"3158",11,0.75,3.5
"3159",11.5,0.75,3.5
"3160",12,0.75,3.5
"3161",12.5,0.75,3.5
"3162",13,0.75,3.5
"3163",13.5,0.75,3.5
"3164",14,0.75,3.5
"3165",14.5,0.75,3.5
"3166",15,0.75,3.5
"3167",15.5,0.75,3.5
"3168",16,0.75,3.5
"3169",0.5,1,3.5
"3170",1,1,3.5
"3171",1.5,1,3.5
"3172",2,1,3.5
"3173",2.5,1,3.5
"3174",3,1,3.5
"3175",3.5,1,3.5
"3176",4,1,3.5
"3177",4.5,1,3.5
"3178",5,1,3.5
"3179",5.5,1,3.5
"3180",6,1,3.5
"3181",6.5,1,3.5
"3182",7,1,3.5
"3183",7.5,1,3.5
"3184",8,1,3.5
"3185",8.5,1,3.5
"3186",9,1,3.5
"3187",9.5,1,3.5
"3188",10,1,3.5
"3189",10.5,1,3.5
"3190",11,1,3.5
"3191",11.5,1,3.5
"3192",12,1,3.5
"3193",12.5,1,3.5
"3194",13,1,3.5
"3195",13.5,1,3.5
"3196",14,1,3.5
"3197",14.5,1,3.5
"3198",15,1,3.5
"3199",15.5,1,3.5
"3200",16,1,3.5
"3201",0.5,1.25,3.5
"3202",1,1.25,3.5
"3203",1.5,1.25,3.5
"3204",2,1.25,3.5
"3205",2.5,1.25,3.5
"3206",3,1.25,3.5
"3207",3.5,1.25,3.5
"3208",4,1.25,3.5
"3209",4.5,1.25,3.5
"3210",5,1.25,3.5
"3211",5.5,1.25,3.5
"3212",6,1.25,3.5
"3213",6.5,1.25,3.5
"3214",7,1.25,3.5
"3215",7.5,1.25,3.5
"3216",8,1.25,3.5
"3217",8.5,1.25,3.5
"3218",9,1.25,3.5
"3219",9.5,1.25,3.5
"3220",10,1.25,3.5
"3221",10.5,1.25,3.5
"3222",11,1.25,3.5
"3223",11.5,1.25,3.5
"3224",12,1.25,3.5
"3225",12.5,1.25,3.5
"3226",13,1.25,3.5
"3227",13.5,1.25,3.5
"3228",14,1.25,3.5
"3229",14.5,1.25,3.5
"3230",15,1.25,3.5
"3231",15.5,1.25,3.5
"3232",16,1.25,3.5
"3233",0.5,1.5,3.5
"3234",1,1.5,3.5
"3235",1.5,1.5,3.5
"3236",2,1.5,3.5
"3237",2.5,1.5,3.5
"3238",3,1.5,3.5
"3239",3.5,1.5,3.5
"3240",4,1.5,3.5
"3241",4.5,1.5,3.5
"3242",5,1.5,3.5
"3243",5.5,1.5,3.5
"3244",6,1.5,3.5
"3245",6.5,1.5,3.5
"3246",7,1.5,3.5
"3247",7.5,1.5,3.5
"3248",8,1.5,3.5
"3249",8.5,1.5,3.5
"3250",9,1.5,3.5
"3251",9.5,1.5,3.5
"3252",10,1.5,3.5
"3253",10.5,1.5,3.5
"3254",11,1.5,3.5
"3255",11.5,1.5,3.5
"3256",12,1.5,3.5
"3257",12.5,1.5,3.5
"3258",13,1.5,3.5
"3259",13.5,1.5,3.5
"3260",14,1.5,3.5
"3261",14.5,1.5,3.5
"3262",15,1.5,3.5
"3263",15.5,1.5,3.5
"3264",16,1.5,3.5
"3265",0.5,1.75,3.5
"3266",1,1.75,3.5
"3267",1.5,1.75,3.5
"3268",2,1.75,3.5
"3269",2.5,1.75,3.5
"3270",3,1.75,3.5
"3271",3.5,1.75,3.5
"3272",4,1.75,3.5
"3273",4.5,1.75,3.5
"3274",5,1.75,3.5
"3275",5.5,1.75,3.5
"3276",6,1.75,3.5
"3277",6.5,1.75,3.5
"3278",7,1.75,3.5
"3279",7.5,1.75,3.5
"3280",8,1.75,3.5
"3281",8.5,1.75,3.5
"3282",9,1.75,3.5
"3283",9.5,1.75,3.5
"3284",10,1.75,3.5
"3285",10.5,1.75,3.5
"3286",11,1.75,3.5
"3287",11.5,1.75,3.5
"3288",12,1.75,3.5
"3289",12.5,1.75,3.5
"3290",13,1.75,3.5
"3291",13.5,1.75,3.5
"3292",14,1.75,3.5
"3293",14.5,1.75,3.5
"3294",15,1.75,3.5
"3295",15.5,1.75,3.5
"3296",16,1.75,3.5
"3297",0.5,2,3.5
"3298",1,2,3.5
"3299",1.5,2,3.5
"3300",2,2,3.5
"3301",2.5,2,3.5
"3302",3,2,3.5
"3303",3.5,2,3.5
"3304",4,2,3.5
"3305",4.5,2,3.5
"3306",5,2,3.5
"3307",5.5,2,3.5
"3308",6,2,3.5
"3309",6.5,2,3.5
"3310",7,2,3.5
"3311",7.5,2,3.5
"3312",8,2,3.5
"3313",8.5,2,3.5
"3314",9,2,3.5
"3315",9.5,2,3.5
"3316",10,2,3.5
"3317",10.5,2,3.5
"3318",11,2,3.5
"3319",11.5,2,3.5
"3320",12,2,3.5
"3321",12.5,2,3.5
"3322",13,2,3.5
"3323",13.5,2,3.5
"3324",14,2,3.5
"3325",14.5,2,3.5
"3326",15,2,3.5
"3327",15.5,2,3.5
"3328",16,2,3.5
"3329",0.5,2.25,3.5
"3330",1,2.25,3.5
"3331",1.5,2.25,3.5
"3332",2,2.25,3.5
"3333",2.5,2.25,3.5
"3334",3,2.25,3.5
"3335",3.5,2.25,3.5
"3336",4,2.25,3.5
"3337",4.5,2.25,3.5
"3338",5,2.25,3.5
"3339",5.5,2.25,3.5
"3340",6,2.25,3.5
"3341",6.5,2.25,3.5
"3342",7,2.25,3.5
"3343",7.5,2.25,3.5
"3344",8,2.25,3.5
"3345",8.5,2.25,3.5
"3346",9,2.25,3.5
"3347",9.5,2.25,3.5
"3348",10,2.25,3.5
"3349",10.5,2.25,3.5
"3350",11,2.25,3.5
"3351",11.5,2.25,3.5
"3352",12,2.25,3.5
"3353",12.5,2.25,3.5
"3354",13,2.25,3.5
"3355",13.5,2.25,3.5
"3356",14,2.25,3.5
"3357",14.5,2.25,3.5
"3358",15,2.25,3.5
"3359",15.5,2.25,3.5
"3360",16,2.25,3.5
"3361",0.5,2.5,3.5
"3362",1,2.5,3.5
"3363",1.5,2.5,3.5
"3364",2,2.5,3.5
"3365",2.5,2.5,3.5
"3366",3,2.5,3.5
"3367",3.5,2.5,3.5
"3368",4,2.5,3.5
"3369",4.5,2.5,3.5
"3370",5,2.5,3.5
"3371",5.5,2.5,3.5
"3372",6,2.5,3.5
"3373",6.5,2.5,3.5
"3374",7,2.5,3.5
"3375",7.5,2.5,3.5
"3376",8,2.5,3.5
"3377",8.5,2.5,3.5
"3378",9,2.5,3.5
"3379",9.5,2.5,3.5
"3380",10,2.5,3.5
"3381",10.5,2.5,3.5
"3382",11,2.5,3.5
"3383",11.5,2.5,3.5
"3384",12,2.5,3.5
"3385",12.5,2.5,3.5
"3386",13,2.5,3.5
"3387",13.5,2.5,3.5
"3388",14,2.5,3.5
"3389",14.5,2.5,3.5
"3390",15,2.5,3.5
"3391",15.5,2.5,3.5
"3392",16,2.5,3.5
"3393",0.5,2.75,3.5
"3394",1,2.75,3.5
"3395",1.5,2.75,3.5
"3396",2,2.75,3.5
"3397",2.5,2.75,3.5
"3398",3,2.75,3.5
"3399",3.5,2.75,3.5
"3400",4,2.75,3.5
"3401",4.5,2.75,3.5
"3402",5,2.75,3.5
"3403",5.5,2.75,3.5
"3404",6,2.75,3.5
"3405",6.5,2.75,3.5
"3406",7,2.75,3.5
"3407",7.5,2.75,3.5
"3408",8,2.75,3.5
"3409",8.5,2.75,3.5
"3410",9,2.75,3.5
"3411",9.5,2.75,3.5
"3412",10,2.75,3.5
"3413",10.5,2.75,3.5
"3414",11,2.75,3.5
"3415",11.5,2.75,3.5
"3416",12,2.75,3.5
"3417",12.5,2.75,3.5
"3418",13,2.75,3.5
"3419",13.5,2.75,3.5
"3420",14,2.75,3.5
"3421",14.5,2.75,3.5
"3422",15,2.75,3.5
"3423",15.5,2.75,3.5
"3424",16,2.75,3.5
"3425",0.5,3,3.5
"3426",1,3,3.5
"3427",1.5,3,3.5
"3428",2,3,3.5
"3429",2.5,3,3.5
"3430",3,3,3.5
"3431",3.5,3,3.5
"3432",4,3,3.5
"3433",4.5,3,3.5
"3434",5,3,3.5
"3435",5.5,3,3.5
"3436",6,3,3.5
"3437",6.5,3,3.5
"3438",7,3,3.5
"3439",7.5,3,3.5
"3440",8,3,3.5
"3441",8.5,3,3.5
"3442",9,3,3.5
"3443",9.5,3,3.5
"3444",10,3,3.5
"3445",10.5,3,3.5
"3446",11,3,3.5
"3447",11.5,3,3.5
"3448",12,3,3.5
"3449",12.5,3,3.5
"3450",13,3,3.5
"3451",13.5,3,3.5
"3452",14,3,3.5
"3453",14.5,3,3.5
"3454",15,3,3.5
"3455",15.5,3,3.5
"3456",16,3,3.5
"3457",0.5,3.25,3.5
"3458",1,3.25,3.5
"3459",1.5,3.25,3.5
"3460",2,3.25,3.5
"3461",2.5,3.25,3.5
"3462",3,3.25,3.5
"3463",3.5,3.25,3.5
"3464",4,3.25,3.5
"3465",4.5,3.25,3.5
"3466",5,3.25,3.5
"3467",5.5,3.25,3.5
"3468",6,3.25,3.5
"3469",6.5,3.25,3.5
"3470",7,3.25,3.5
"3471",7.5,3.25,3.5
"3472",8,3.25,3.5
"3473",8.5,3.25,3.5
"3474",9,3.25,3.5
"3475",9.5,3.25,3.5
"3476",10,3.25,3.5
"3477",10.5,3.25,3.5
"3478",11,3.25,3.5
"3479",11.5,3.25,3.5
"3480",12,3.25,3.5
"3481",12.5,3.25,3.5
"3482",13,3.25,3.5
"3483",13.5,3.25,3.5
"3484",14,3.25,3.5
"3485",14.5,3.25,3.5
"3486",15,3.25,3.5
"3487",15.5,3.25,3.5
"3488",16,3.25,3.5
"3489",0.5,3.5,3.5
"3490",1,3.5,3.5
"3491",1.5,3.5,3.5
"3492",2,3.5,3.5
"3493",2.5,3.5,3.5
"3494",3,3.5,3.5
"3495",3.5,3.5,3.5
"3496",4,3.5,3.5
"3497",4.5,3.5,3.5
"3498",5,3.5,3.5
"3499",5.5,3.5,3.5
"3500",6,3.5,3.5
"3501",6.5,3.5,3.5
"3502",7,3.5,3.5
"3503",7.5,3.5,3.5
"3504",8,3.5,3.5
"3505",8.5,3.5,3.5
"3506",9,3.5,3.5
"3507",9.5,3.5,3.5
"3508",10,3.5,3.5
"3509",10.5,3.5,3.5
"3510",11,3.5,3.5
"3511",11.5,3.5,3.5
"3512",12,3.5,3.5
"3513",12.5,3.5,3.5
"3514",13,3.5,3.5
"3515",13.5,3.5,3.5
"3516",14,3.5,3.5
"3517",14.5,3.5,3.5
"3518",15,3.5,3.5
"3519",15.5,3.5,3.5
"3520",16,3.5,3.5
"3521",0.5,3.75,3.5
"3522",1,3.75,3.5
"3523",1.5,3.75,3.5
"3524",2,3.75,3.5
"3525",2.5,3.75,3.5
"3526",3,3.75,3.5
"3527",3.5,3.75,3.5
"3528",4,3.75,3.5
"3529",4.5,3.75,3.5
"3530",5,3.75,3.5
"3531",5.5,3.75,3.5
"3532",6,3.75,3.5
"3533",6.5,3.75,3.5
"3534",7,3.75,3.5
"3535",7.5,3.75,3.5
"3536",8,3.75,3.5
"3537",8.5,3.75,3.5
"3538",9,3.75,3.5
"3539",9.5,3.75,3.5
"3540",10,3.75,3.5
"3541",10.5,3.75,3.5
"3542",11,3.75,3.5
"3543",11.5,3.75,3.5
"3544",12,3.75,3.5
"3545",12.5,3.75,3.5
"3546",13,3.75,3.5
"3547",13.5,3.75,3.5
"3548",14,3.75,3.5
"3549",14.5,3.75,3.5
"3550",15,3.75,3.5
"3551",15.5,3.75,3.5
"3552",16,3.75,3.5
"3553",0.5,4,3.5
"3554",1,4,3.5
"3555",1.5,4,3.5
"3556",2,4,3.5
"3557",2.5,4,3.5
"3558",3,4,3.5
"3559",3.5,4,3.5
"3560",4,4,3.5
"3561",4.5,4,3.5
"3562",5,4,3.5
"3563",5.5,4,3.5
"3564",6,4,3.5
"3565",6.5,4,3.5
"3566",7,4,3.5
"3567",7.5,4,3.5
"3568",8,4,3.5
"3569",8.5,4,3.5
"3570",9,4,3.5
"3571",9.5,4,3.5
"3572",10,4,3.5
"3573",10.5,4,3.5
"3574",11,4,3.5
"3575",11.5,4,3.5
"3576",12,4,3.5
"3577",12.5,4,3.5
"3578",13,4,3.5
"3579",13.5,4,3.5
"3580",14,4,3.5
"3581",14.5,4,3.5
"3582",15,4,3.5
"3583",15.5,4,3.5
"3584",16,4,3.5
"3585",0.5,0.25,4
"3586",1,0.25,4
"3587",1.5,0.25,4
"3588",2,0.25,4
"3589",2.5,0.25,4
"3590",3,0.25,4
"3591",3.5,0.25,4
"3592",4,0.25,4
"3593",4.5,0.25,4
"3594",5,0.25,4
"3595",5.5,0.25,4
"3596",6,0.25,4
"3597",6.5,0.25,4
"3598",7,0.25,4
"3599",7.5,0.25,4
"3600",8,0.25,4
"3601",8.5,0.25,4
"3602",9,0.25,4
"3603",9.5,0.25,4
"3604",10,0.25,4
"3605",10.5,0.25,4
"3606",11,0.25,4
"3607",11.5,0.25,4
"3608",12,0.25,4
"3609",12.5,0.25,4
"3610",13,0.25,4
"3611",13.5,0.25,4
"3612",14,0.25,4
"3613",14.5,0.25,4
"3614",15,0.25,4
"3615",15.5,0.25,4
"3616",16,0.25,4
"3617",0.5,0.5,4
"3618",1,0.5,4
"3619",1.5,0.5,4
"3620",2,0.5,4
"3621",2.5,0.5,4
"3622",3,0.5,4
"3623",3.5,0.5,4
"3624",4,0.5,4
"3625",4.5,0.5,4
"3626",5,0.5,4
"3627",5.5,0.5,4
"3628",6,0.5,4
"3629",6.5,0.5,4
"3630",7,0.5,4
"3631",7.5,0.5,4
"3632",8,0.5,4
"3633",8.5,0.5,4
"3634",9,0.5,4
"3635",9.5,0.5,4
"3636",10,0.5,4
"3637",10.5,0.5,4
"3638",11,0.5,4
"3639",11.5,0.5,4
"3640",12,0.5,4
"3641",12.5,0.5,4
"3642",13,0.5,4
"3643",13.5,0.5,4
"3644",14,0.5,4
"3645",14.5,0.5,4
"3646",15,0.5,4
"3647",15.5,0.5,4
"3648",16,0.5,4
"3649",0.5,0.75,4
"3650",1,0.75,4
"3651",1.5,0.75,4
"3652",2,0.75,4
"3653",2.5,0.75,4
"3654",3,0.75,4
"3655",3.5,0.75,4
"3656",4,0.75,4
"3657",4.5,0.75,4
"3658",5,0.75,4
"3659",5.5,0.75,4
"3660",6,0.75,4
"3661",6.5,0.75,4
"3662",7,0.75,4
"3663",7.5,0.75,4
"3664",8,0.75,4
"3665",8.5,0.75,4
"3666",9,0.75,4
"3667",9.5,0.75,4
"3668",10,0.75,4
"3669",10.5,0.75,4
"3670",11,0.75,4
"3671",11.5,0.75,4
"3672",12,0.75,4
"3673",12.5,0.75,4
"3674",13,0.75,4
"3675",13.5,0.75,4
"3676",14,0.75,4
"3677",14.5,0.75,4
"3678",15,0.75,4
"3679",15.5,0.75,4
"3680",16,0.75,4
"3681",0.5,1,4
"3682",1,1,4
"3683",1.5,1,4
"3684",2,1,4
"3685",2.5,1,4
"3686",3,1,4
"3687",3.5,1,4
"3688",4,1,4
"3689",4.5,1,4
"3690",5,1,4
"3691",5.5,1,4
"3692",6,1,4
"3693",6.5,1,4
"3694",7,1,4
"3695",7.5,1,4
"3696",8,1,4
"3697",8.5,1,4
"3698",9,1,4
"3699",9.5,1,4
"3700",10,1,4
"3701",10.5,1,4
"3702",11,1,4
"3703",11.5,1,4
"3704",12,1,4
"3705",12.5,1,4
"3706",13,1,4
"3707",13.5,1,4
"3708",14,1,4
"3709",14.5,1,4
"3710",15,1,4
"3711",15.5,1,4
"3712",16,1,4
"3713",0.5,1.25,4
"3714",1,1.25,4
"3715",1.5,1.25,4
"3716",2,1.25,4
"3717",2.5,1.25,4
"3718",3,1.25,4
"3719",3.5,1.25,4
"3720",4,1.25,4
"3721",4.5,1.25,4
"3722",5,1.25,4
"3723",5.5,1.25,4
"3724",6,1.25,4
"3725",6.5,1.25,4
"3726",7,1.25,4
"3727",7.5,1.25,4
"3728",8,1.25,4
"3729",8.5,1.25,4
"3730",9,1.25,4
"3731",9.5,1.25,4
"3732",10,1.25,4
"3733",10.5,1.25,4
"3734",11,1.25,4
"3735",11.5,1.25,4
"3736",12,1.25,4
"3737",12.5,1.25,4
"3738",13,1.25,4
"3739",13.5,1.25,4
"3740",14,1.25,4
"3741",14.5,1.25,4
"3742",15,1.25,4
"3743",15.5,1.25,4
"3744",16,1.25,4
"3745",0.5,1.5,4
"3746",1,1.5,4
"3747",1.5,1.5,4
"3748",2,1.5,4
"3749",2.5,1.5,4
"3750",3,1.5,4
"3751",3.5,1.5,4
"3752",4,1.5,4
"3753",4.5,1.5,4
"3754",5,1.5,4
"3755",5.5,1.5,4
"3756",6,1.5,4
"3757",6.5,1.5,4
"3758",7,1.5,4
"3759",7.5,1.5,4
"3760",8,1.5,4
"3761",8.5,1.5,4
"3762",9,1.5,4
"3763",9.5,1.5,4
"3764",10,1.5,4
"3765",10.5,1.5,4
"3766",11,1.5,4
"3767",11.5,1.5,4
"3768",12,1.5,4
"3769",12.5,1.5,4
"3770",13,1.5,4
"3771",13.5,1.5,4
"3772",14,1.5,4
"3773",14.5,1.5,4
"3774",15,1.5,4
"3775",15.5,1.5,4
"3776",16,1.5,4
"3777",0.5,1.75,4
"3778",1,1.75,4
"3779",1.5,1.75,4
"3780",2,1.75,4
"3781",2.5,1.75,4
"3782",3,1.75,4
"3783",3.5,1.75,4
"3784",4,1.75,4
"3785",4.5,1.75,4
"3786",5,1.75,4
"3787",5.5,1.75,4
"3788",6,1.75,4
"3789",6.5,1.75,4
"3790",7,1.75,4
"3791",7.5,1.75,4
"3792",8,1.75,4
"3793",8.5,1.75,4
"3794",9,1.75,4
"3795",9.5,1.75,4
"3796",10,1.75,4
"3797",10.5,1.75,4
"3798",11,1.75,4
"3799",11.5,1.75,4
"3800",12,1.75,4
"3801",12.5,1.75,4
"3802",13,1.75,4
"3803",13.5,1.75,4
"3804",14,1.75,4
"3805",14.5,1.75,4
"3806",15,1.75,4
"3807",15.5,1.75,4
"3808",16,1.75,4
"3809",0.5,2,4
"3810",1,2,4
"3811",1.5,2,4
"3812",2,2,4
"3813",2.5,2,4
"3814",3,2,4
"3815",3.5,2,4
"3816",4,2,4
"3817",4.5,2,4
"3818",5,2,4
"3819",5.5,2,4
"3820",6,2,4
"3821",6.5,2,4
"3822",7,2,4
"3823",7.5,2,4
"3824",8,2,4
"3825",8.5,2,4
"3826",9,2,4
"3827",9.5,2,4
"3828",10,2,4
"3829",10.5,2,4
"3830",11,2,4
"3831",11.5,2,4
"3832",12,2,4
"3833",12.5,2,4
"3834",13,2,4
"3835",13.5,2,4
"3836",14,2,4
"3837",14.5,2,4
"3838",15,2,4
"3839",15.5,2,4
"3840",16,2,4
"3841",0.5,2.25,4
"3842",1,2.25,4
"3843",1.5,2.25,4
"3844",2,2.25,4
"3845",2.5,2.25,4
"3846",3,2.25,4
"3847",3.5,2.25,4
"3848",4,2.25,4
"3849",4.5,2.25,4
"3850",5,2.25,4
"3851",5.5,2.25,4
"3852",6,2.25,4
"3853",6.5,2.25,4
"3854",7,2.25,4
"3855",7.5,2.25,4
"3856",8,2.25,4
"3857",8.5,2.25,4
"3858",9,2.25,4
"3859",9.5,2.25,4
"3860",10,2.25,4
"3861",10.5,2.25,4
"3862",11,2.25,4
"3863",11.5,2.25,4
"3864",12,2.25,4
"3865",12.5,2.25,4
"3866",13,2.25,4
"3867",13.5,2.25,4
"3868",14,2.25,4
"3869",14.5,2.25,4
"3870",15,2.25,4
"3871",15.5,2.25,4
"3872",16,2.25,4
"3873",0.5,2.5,4
"3874",1,2.5,4
"3875",1.5,2.5,4
"3876",2,2.5,4
"3877",2.5,2.5,4
"3878",3,2.5,4
"3879",3.5,2.5,4
"3880",4,2.5,4
"3881",4.5,2.5,4
"3882",5,2.5,4
"3883",5.5,2.5,4
"3884",6,2.5,4
"3885",6.5,2.5,4
"3886",7,2.5,4
"3887",7.5,2.5,4
"3888",8,2.5,4
"3889",8.5,2.5,4
"3890",9,2.5,4
"3891",9.5,2.5,4
"3892",10,2.5,4
"3893",10.5,2.5,4
"3894",11,2.5,4
"3895",11.5,2.5,4
"3896",12,2.5,4
"3897",12.5,2.5,4
"3898",13,2.5,4
"3899",13.5,2.5,4
"3900",14,2.5,4
"3901",14.5,2.5,4
"3902",15,2.5,4
"3903",15.5,2.5,4
"3904",16,2.5,4
"3905",0.5,2.75,4
"3906",1,2.75,4
"3907",1.5,2.75,4
"3908",2,2.75,4
"3909",2.5,2.75,4
"3910",3,2.75,4
"3911",3.5,2.75,4
"3912",4,2.75,4
"3913",4.5,2.75,4
"3914",5,2.75,4
"3915",5.5,2.75,4
"3916",6,2.75,4
"3917",6.5,2.75,4
"3918",7,2.75,4
"3919",7.5,2.75,4
"3920",8,2.75,4
"3921",8.5,2.75,4
"3922",9,2.75,4
"3923",9.5,2.75,4
"3924",10,2.75,4
"3925",10.5,2.75,4
"3926",11,2.75,4
"3927",11.5,2.75,4
"3928",12,2.75,4
"3929",12.5,2.75,4
"3930",13,2.75,4
"3931",13.5,2.75,4
"3932",14,2.75,4
"3933",14.5,2.75,4
"3934",15,2.75,4
"3935",15.5,2.75,4
"3936",16,2.75,4
"3937",0.5,3,4
"3938",1,3,4
"3939",1.5,3,4
"3940",2,3,4
"3941",2.5,3,4
"3942",3,3,4
"3943",3.5,3,4
"3944",4,3,4
"3945",4.5,3,4
"3946",5,3,4
"3947",5.5,3,4
"3948",6,3,4
"3949",6.5,3,4
"3950",7,3,4
"3951",7.5,3,4
"3952",8,3,4
"3953",8.5,3,4
"3954",9,3,4
"3955",9.5,3,4
"3956",10,3,4
"3957",10.5,3,4
"3958",11,3,4
"3959",11.5,3,4
"3960",12,3,4
"3961",12.5,3,4
"3962",13,3,4
"3963",13.5,3,4
"3964",14,3,4
"3965",14.5,3,4
"3966",15,3,4
"3967",15.5,3,4
"3968",16,3,4
"3969",0.5,3.25,4
"3970",1,3.25,4
"3971",1.5,3.25,4
"3972",2,3.25,4
"3973",2.5,3.25,4
"3974",3,3.25,4
"3975",3.5,3.25,4
"3976",4,3.25,4
"3977",4.5,3.25,4
"3978",5,3.25,4
"3979",5.5,3.25,4
"3980",6,3.25,4
"3981",6.5,3.25,4
"3982",7,3.25,4
"3983",7.5,3.25,4
"3984",8,3.25,4
"3985",8.5,3.25,4
"3986",9,3.25,4
"3987",9.5,3.25,4
"3988",10,3.25,4
"3989",10.5,3.25,4
"3990",11,3.25,4
"3991",11.5,3.25,4
"3992",12,3.25,4
"3993",12.5,3.25,4
"3994",13,3.25,4
"3995",13.5,3.25,4
"3996",14,3.25,4
"3997",14.5,3.25,4
"3998",15,3.25,4
"3999",15.5,3.25,4
"4000",16,3.25,4
"4001",0.5,3.5,4
"4002",1,3.5,4
"4003",1.5,3.5,4
"4004",2,3.5,4
"4005",2.5,3.5,4
"4006",3,3.5,4
"4007",3.5,3.5,4
"4008",4,3.5,4
"4009",4.5,3.5,4
"4010",5,3.5,4
"4011",5.5,3.5,4
"4012",6,3.5,4
"4013",6.5,3.5,4
"4014",7,3.5,4
"4015",7.5,3.5,4
"4016",8,3.5,4
"4017",8.5,3.5,4
"4018",9,3.5,4
"4019",9.5,3.5,4
"4020",10,3.5,4
"4021",10.5,3.5,4
"4022",11,3.5,4
"4023",11.5,3.5,4
"4024",12,3.5,4
"4025",12.5,3.5,4
"4026",13,3.5,4
"4027",13.5,3.5,4
"4028",14,3.5,4
"4029",14.5,3.5,4
"4030",15,3.5,4
"4031",15.5,3.5,4
"4032",16,3.5,4
"4033",0.5,3.75,4
"4034",1,3.75,4
"4035",1.5,3.75,4
"4036",2,3.75,4
"4037",2.5,3.75,4
"4038",3,3.75,4
"4039",3.5,3.75,4
"4040",4,3.75,4
"4041",4.5,3.75,4
"4042",5,3.75,4
"4043",5.5,3.75,4
"4044",6,3.75,4
"4045",6.5,3.75,4
"4046",7,3.75,4
"4047",7.5,3.75,4
"4048",8,3.75,4
"4049",8.5,3.75,4
"4050",9,3.75,4
"4051",9.5,3.75,4
"4052",10,3.75,4
"4053",10.5,3.75,4
"4054",11,3.75,4
"4055",11.5,3.75,4
"4056",12,3.75,4
"4057",12.5,3.75,4
"4058",13,3.75,4
"4059",13.5,3.75,4
"4060",14,3.75,4
"4061",14.5,3.75,4
"4062",15,3.75,4
"4063",15.5,3.75,4
"4064",16,3.75,4
"4065",0.5,4,4
"4066",1,4,4
"4067",1.5,4,4
"4068",2,4,4
"4069",2.5,4,4
"4070",3,4,4
"4071",3.5,4,4
"4072",4,4,4
"4073",4.5,4,4
"4074",5,4,4
"4075",5.5,4,4
"4076",6,4,4
"4077",6.5,4,4
"4078",7,4,4
"4079",7.5,4,4
"4080",8,4,4
"4081",8.5,4,4
"4082",9,4,4
"4083",9.5,4,4
"4084",10,4,4
"4085",10.5,4,4
"4086",11,4,4
"4087",11.5,4,4
"4088",12,4,4
"4089",12.5,4,4
"4090",13,4,4
"4091",13.5,4,4
"4092",14,4,4
"4093",14.5,4,4
"4094",15,4,4
"4095",15.5,4,4
"4096",16,4,4
"4097",0.5,0.25,4.5
"4098",1,0.25,4.5
"4099",1.5,0.25,4.5
"4100",2,0.25,4.5
"4101",2.5,0.25,4.5
"4102",3,0.25,4.5
"4103",3.5,0.25,4.5
"4104",4,0.25,4.5
"4105",4.5,0.25,4.5
"4106",5,0.25,4.5
"4107",5.5,0.25,4.5
"4108",6,0.25,4.5
"4109",6.5,0.25,4.5
