"","obs_sd","context_sd","prior_sd"
"2873",5,9,10
"2874",6,9,10
"2875",7,9,10
"2876",8,9,10
"2877",9,9,10
"2878",10,9,10
"2879",16,9,10
"2880",32,9,10
"2881",0.125,10,10
"2882",0.25,10,10
"2883",0.5,10,10
"2884",1,10,10
"2885",2,10,10
"2886",3,10,10
"2887",4,10,10
"2888",5,10,10
"2889",6,10,10
"2890",7,10,10
"2891",8,10,10
"2892",9,10,10
"2893",10,10,10
"2894",16,10,10
"2895",32,10,10
"2896",0.125,16,10
"2897",0.25,16,10
"2898",0.5,16,10
"2899",1,16,10
"2900",2,16,10
"2901",3,16,10
"2902",4,16,10
"2903",5,16,10
"2904",6,16,10
"2905",7,16,10
"2906",8,16,10
"2907",9,16,10
"2908",10,16,10
"2909",16,16,10
"2910",32,16,10
"2911",0.125,32,10
"2912",0.25,32,10
"2913",0.5,32,10
"2914",1,32,10
"2915",2,32,10
"2916",3,32,10
"2917",4,32,10
"2918",5,32,10
"2919",6,32,10
"2920",7,32,10
"2921",8,32,10
"2922",9,32,10
"2923",10,32,10
"2924",16,32,10
"2925",32,32,10
"2926",0.125,0.125,16
"2927",0.25,0.125,16
"2928",0.5,0.125,16
"2929",1,0.125,16
"2930",2,0.125,16
"2931",3,0.125,16
"2932",4,0.125,16
"2933",5,0.125,16
"2934",6,0.125,16
"2935",7,0.125,16
"2936",8,0.125,16
"2937",9,0.125,16
"2938",10,0.125,16
"2939",16,0.125,16
"2940",32,0.125,16
"2941",0.125,0.25,16
"2942",0.25,0.25,16
"2943",0.5,0.25,16
"2944",1,0.25,16
"2945",2,0.25,16
"2946",3,0.25,16
"2947",4,0.25,16
"2948",5,0.25,16
"2949",6,0.25,16
"2950",7,0.25,16
"2951",8,0.25,16
"2952",9,0.25,16
"2953",10,0.25,16
"2954",16,0.25,16
"2955",32,0.25,16
"2956",0.125,0.5,16
"2957",0.25,0.5,16
"2958",0.5,0.5,16
"2959",1,0.5,16
"2960",2,0.5,16
"2961",3,0.5,16
"2962",4,0.5,16
"2963",5,0.5,16
"2964",6,0.5,16
"2965",7,0.5,16
"2966",8,0.5,16
"2967",9,0.5,16
"2968",10,0.5,16
"2969",16,0.5,16
"2970",32,0.5,16
"2971",0.125,1,16
"2972",0.25,1,16
"2973",0.5,1,16
"2974",1,1,16
"2975",2,1,16
"2976",3,1,16
"2977",4,1,16
"2978",5,1,16
"2979",6,1,16
"2980",7,1,16
"2981",8,1,16
"2982",9,1,16
"2983",10,1,16
"2984",16,1,16
"2985",32,1,16
"2986",0.125,2,16
"2987",0.25,2,16
"2988",0.5,2,16
"2989",1,2,16
"2990",2,2,16
"2991",3,2,16
"2992",4,2,16
"2993",5,2,16
"2994",6,2,16
"2995",7,2,16
"2996",8,2,16
"2997",9,2,16
"2998",10,2,16
"2999",16,2,16
"3000",32,2,16
"3001",0.125,3,16
"3002",0.25,3,16
"3003",0.5,3,16
"3004",1,3,16
"3005",2,3,16
"3006",3,3,16
"3007",4,3,16
"3008",5,3,16
"3009",6,3,16
"3010",7,3,16
"3011",8,3,16
"3012",9,3,16
"3013",10,3,16
"3014",16,3,16
"3015",32,3,16
"3016",0.125,4,16
"3017",0.25,4,16
"3018",0.5,4,16
"3019",1,4,16
"3020",2,4,16
"3021",3,4,16
"3022",4,4,16
"3023",5,4,16
"3024",6,4,16
"3025",7,4,16
"3026",8,4,16
"3027",9,4,16
"3028",10,4,16
"3029",16,4,16
"3030",32,4,16
"3031",0.125,5,16
"3032",0.25,5,16
"3033",0.5,5,16
"3034",1,5,16
"3035",2,5,16
"3036",3,5,16
"3037",4,5,16
"3038",5,5,16
"3039",6,5,16
"3040",7,5,16
"3041",8,5,16
"3042",9,5,16
"3043",10,5,16
"3044",16,5,16
"3045",32,5,16
"3046",0.125,6,16
"3047",0.25,6,16
"3048",0.5,6,16
"3049",1,6,16
"3050",2,6,16
"3051",3,6,16
"3052",4,6,16
"3053",5,6,16
"3054",6,6,16
"3055",7,6,16
"3056",8,6,16
"3057",9,6,16
"3058",10,6,16
"3059",16,6,16
"3060",32,6,16
"3061",0.125,7,16
"3062",0.25,7,16
"3063",0.5,7,16
"3064",1,7,16
"3065",2,7,16
"3066",3,7,16
"3067",4,7,16
"3068",5,7,16
"3069",6,7,16
"3070",7,7,16
"3071",8,7,16
"3072",9,7,16
"3073",10,7,16
"3074",16,7,16
"3075",32,7,16
"3076",0.125,8,16
"3077",0.25,8,16
"3078",0.5,8,16
"3079",1,8,16
"3080",2,8,16
"3081",3,8,16
"3082",4,8,16
"3083",5,8,16
"3084",6,8,16
"3085",7,8,16
"3086",8,8,16
"3087",9,8,16
"3088",10,8,16
"3089",16,8,16
"3090",32,8,16
"3091",0.125,9,16
"3092",0.25,9,16
"3093",0.5,9,16
"3094",1,9,16
"3095",2,9,16
"3096",3,9,16
"3097",4,9,16
"3098",5,9,16
"3099",6,9,16
"3100",7,9,16
"3101",8,9,16
"3102",9,9,16
"3103",10,9,16
"3104",16,9,16
"3105",32,9,16
"3106",0.125,10,16
"3107",0.25,10,16
"3108",0.5,10,16
"3109",1,10,16
"3110",2,10,16
"3111",3,10,16
"3112",4,10,16
"3113",5,10,16
"3114",6,10,16
"3115",7,10,16
"3116",8,10,16
"3117",9,10,16
"3118",10,10,16
"3119",16,10,16
"3120",32,10,16
"3121",0.125,16,16
"3122",0.25,16,16
"3123",0.5,16,16
"3124",1,16,16
"3125",2,16,16
"3126",3,16,16
"3127",4,16,16
"3128",5,16,16
"3129",6,16,16
"3130",7,16,16
"3131",8,16,16
"3132",9,16,16
"3133",10,16,16
"3134",16,16,16
"3135",32,16,16
"3136",0.125,32,16
"3137",0.25,32,16
"3138",0.5,32,16
"3139",1,32,16
"3140",2,32,16
"3141",3,32,16
"3142",4,32,16
"3143",5,32,16
"3144",6,32,16
"3145",7,32,16
"3146",8,32,16
"3147",9,32,16
"3148",10,32,16
"3149",16,32,16
"3150",32,32,16
"3151",0.125,0.125,32
"3152",0.25,0.125,32
"3153",0.5,0.125,32
"3154",1,0.125,32
"3155",2,0.125,32
"3156",3,0.125,32
"3157",4,0.125,32
"3158",5,0.125,32
"3159",6,0.125,32
"3160",7,0.125,32
"3161",8,0.125,32
"3162",9,0.125,32
"3163",10,0.125,32
"3164",16,0.125,32
"3165",32,0.125,32
"3166",0.125,0.25,32
"3167",0.25,0.25,32
"3168",0.5,0.25,32
"3169",1,0.25,32
"3170",2,0.25,32
"3171",3,0.25,32
"3172",4,0.25,32
"3173",5,0.25,32
"3174",6,0.25,32
"3175",7,0.25,32
"3176",8,0.25,32
"3177",9,0.25,32
"3178",10,0.25,32
"3179",16,0.25,32
"3180",32,0.25,32
"3181",0.125,0.5,32
"3182",0.25,0.5,32
"3183",0.5,0.5,32
"3184",1,0.5,32
"3185",2,0.5,32
"3186",3,0.5,32
"3187",4,0.5,32
"3188",5,0.5,32
"3189",6,0.5,32
"3190",7,0.5,32
"3191",8,0.5,32
"3192",9,0.5,32
"3193",10,0.5,32
"3194",16,0.5,32
"3195",32,0.5,32
"3196",0.125,1,32
"3197",0.25,1,32
"3198",0.5,1,32
"3199",1,1,32
"3200",2,1,32
"3201",3,1,32
"3202",4,1,32
"3203",5,1,32
"3204",6,1,32
"3205",7,1,32
"3206",8,1,32
"3207",9,1,32
"3208",10,1,32
"3209",16,1,32
"3210",32,1,32
"3211",0.125,2,32
"3212",0.25,2,32
"3213",0.5,2,32
"3214",1,2,32
"3215",2,2,32
"3216",3,2,32
"3217",4,2,32
"3218",5,2,32
"3219",6,2,32
"3220",7,2,32
"3221",8,2,32
"3222",9,2,32
"3223",10,2,32
"3224",16,2,32
"3225",32,2,32
"3226",0.125,3,32
"3227",0.25,3,32
"3228",0.5,3,32
"3229",1,3,32
"3230",2,3,32
"3231",3,3,32
"3232",4,3,32
"3233",5,3,32
"3234",6,3,32
"3235",7,3,32
"3236",8,3,32
"3237",9,3,32
"3238",10,3,32
"3239",16,3,32
"3240",32,3,32
"3241",0.125,4,32
"3242",0.25,4,32
"3243",0.5,4,32
"3244",1,4,32
"3245",2,4,32
"3246",3,4,32
"3247",4,4,32
"3248",5,4,32
"3249",6,4,32
"3250",7,4,32
"3251",8,4,32
"3252",9,4,32
"3253",10,4,32
"3254",16,4,32
"3255",32,4,32
"3256",0.125,5,32
"3257",0.25,5,32
"3258",0.5,5,32
"3259",1,5,32
"3260",2,5,32
"3261",3,5,32
"3262",4,5,32
"3263",5,5,32
"3264",6,5,32
"3265",7,5,32
"3266",8,5,32
"3267",9,5,32
"3268",10,5,32
"3269",16,5,32
"3270",32,5,32
"3271",0.125,6,32
"3272",0.25,6,32
"3273",0.5,6,32
"3274",1,6,32
"3275",2,6,32
"3276",3,6,32
"3277",4,6,32
"3278",5,6,32
"3279",6,6,32
"3280",7,6,32
"3281",8,6,32
"3282",9,6,32
"3283",10,6,32
"3284",16,6,32
"3285",32,6,32
"3286",0.125,7,32
"3287",0.25,7,32
"3288",0.5,7,32
"3289",1,7,32
"3290",2,7,32
"3291",3,7,32
"3292",4,7,32
"3293",5,7,32
"3294",6,7,32
"3295",7,7,32
"3296",8,7,32
"3297",9,7,32
"3298",10,7,32
"3299",16,7,32
"3300",32,7,32
"3301",0.125,8,32
"3302",0.25,8,32
"3303",0.5,8,32
"3304",1,8,32
"3305",2,8,32
"3306",3,8,32
"3307",4,8,32
"3308",5,8,32
"3309",6,8,32
"3310",7,8,32
"3311",8,8,32
"3312",9,8,32
"3313",10,8,32
"3314",16,8,32
"3315",32,8,32
"3316",0.125,9,32
"3317",0.25,9,32
"3318",0.5,9,32
"3319",1,9,32
"3320",2,9,32
"3321",3,9,32
"3322",4,9,32
"3323",5,9,32
"3324",6,9,32
"3325",7,9,32
"3326",8,9,32
"3327",9,9,32
"3328",10,9,32
"3329",16,9,32
"3330",32,9,32
"3331",0.125,10,32
"3332",0.25,10,32
"3333",0.5,10,32
"3334",1,10,32
"3335",2,10,32
"3336",3,10,32
"3337",4,10,32
"3338",5,10,32
"3339",6,10,32
"3340",7,10,32
"3341",8,10,32
"3342",9,10,32
"3343",10,10,32
"3344",16,10,32
"3345",32,10,32
"3346",0.125,16,32
"3347",0.25,16,32
"3348",0.5,16,32
"3349",1,16,32
"3350",2,16,32
"3351",3,16,32
"3352",4,16,32
"3353",5,16,32
"3354",6,16,32
"3355",7,16,32
"3356",8,16,32
"3357",9,16,32
"3358",10,16,32
"3359",16,16,32
"3360",32,16,32
"3361",0.125,32,32
"3362",0.25,32,32
"3363",0.5,32,32
"3364",1,32,32
"3365",2,32,32
"3366",3,32,32
"3367",4,32,32
"3368",5,32,32
"3369",6,32,32
"3370",7,32,32
"3371",8,32,32
"3372",9,32,32
"3373",10,32,32
"3374",16,32,32
"3375",32,32,32
