"","obs_sd","context_sd","prior_sd"
"1",0.125,0.125,0.125
"2",0.25,0.125,0.125
"3",0.5,0.125,0.125
"4",1,0.125,0.125
"5",2,0.125,0.125
"6",3,0.125,0.125
"7",4,0.125,0.125
"8",5,0.125,0.125
"9",6,0.125,0.125
"10",7,0.125,0.125
"11",8,0.125,0.125
"12",9,0.125,0.125
"13",10,0.125,0.125
"14",16,0.125,0.125
"15",32,0.125,0.125
"16",0.125,0.25,0.125
"17",0.25,0.25,0.125
"18",0.5,0.25,0.125
"19",1,0.25,0.125
"20",2,0.25,0.125
"21",3,0.25,0.125
"22",4,0.25,0.125
"23",5,0.25,0.125
"24",6,0.25,0.125
"25",7,0.25,0.125
"26",8,0.25,0.125
"27",9,0.25,0.125
"28",10,0.25,0.125
"29",16,0.25,0.125
"30",32,0.25,0.125
"31",0.125,0.5,0.125
"32",0.25,0.5,0.125
"33",0.5,0.5,0.125
"34",1,0.5,0.125
"35",2,0.5,0.125
"36",3,0.5,0.125
"37",4,0.5,0.125
"38",5,0.5,0.125
"39",6,0.5,0.125
"40",7,0.5,0.125
"41",8,0.5,0.125
"42",9,0.5,0.125
"43",10,0.5,0.125
"44",16,0.5,0.125
"45",32,0.5,0.125
"46",0.125,1,0.125
"47",0.25,1,0.125
"48",0.5,1,0.125
"49",1,1,0.125
"50",2,1,0.125
"51",3,1,0.125
"52",4,1,0.125
"53",5,1,0.125
"54",6,1,0.125
"55",7,1,0.125
"56",8,1,0.125
"57",9,1,0.125
"58",10,1,0.125
"59",16,1,0.125
"60",32,1,0.125
"61",0.125,2,0.125
"62",0.25,2,0.125
"63",0.5,2,0.125
"64",1,2,0.125
"65",2,2,0.125
"66",3,2,0.125
"67",4,2,0.125
"68",5,2,0.125
"69",6,2,0.125
"70",7,2,0.125
"71",8,2,0.125
"72",9,2,0.125
"73",10,2,0.125
"74",16,2,0.125
"75",32,2,0.125
"76",0.125,3,0.125
"77",0.25,3,0.125
"78",0.5,3,0.125
"79",1,3,0.125
"80",2,3,0.125
"81",3,3,0.125
"82",4,3,0.125
"83",5,3,0.125
"84",6,3,0.125
"85",7,3,0.125
"86",8,3,0.125
"87",9,3,0.125
"88",10,3,0.125
"89",16,3,0.125
"90",32,3,0.125
"91",0.125,4,0.125
"92",0.25,4,0.125
"93",0.5,4,0.125
"94",1,4,0.125
"95",2,4,0.125
"96",3,4,0.125
"97",4,4,0.125
"98",5,4,0.125
"99",6,4,0.125
"100",7,4,0.125
"101",8,4,0.125
"102",9,4,0.125
"103",10,4,0.125
"104",16,4,0.125
"105",32,4,0.125
"106",0.125,5,0.125
"107",0.25,5,0.125
"108",0.5,5,0.125
"109",1,5,0.125
"110",2,5,0.125
"111",3,5,0.125
"112",4,5,0.125
"113",5,5,0.125
"114",6,5,0.125
"115",7,5,0.125
"116",8,5,0.125
"117",9,5,0.125
"118",10,5,0.125
"119",16,5,0.125
"120",32,5,0.125
"121",0.125,6,0.125
"122",0.25,6,0.125
"123",0.5,6,0.125
"124",1,6,0.125
"125",2,6,0.125
"126",3,6,0.125
"127",4,6,0.125
"128",5,6,0.125
"129",6,6,0.125
"130",7,6,0.125
"131",8,6,0.125
"132",9,6,0.125
"133",10,6,0.125
"134",16,6,0.125
"135",32,6,0.125
"136",0.125,7,0.125
"137",0.25,7,0.125
"138",0.5,7,0.125
"139",1,7,0.125
"140",2,7,0.125
"141",3,7,0.125
"142",4,7,0.125
"143",5,7,0.125
"144",6,7,0.125
"145",7,7,0.125
"146",8,7,0.125
"147",9,7,0.125
"148",10,7,0.125
"149",16,7,0.125
"150",32,7,0.125
"151",0.125,8,0.125
"152",0.25,8,0.125
"153",0.5,8,0.125
"154",1,8,0.125
"155",2,8,0.125
"156",3,8,0.125
"157",4,8,0.125
"158",5,8,0.125
"159",6,8,0.125
"160",7,8,0.125
"161",8,8,0.125
"162",9,8,0.125
"163",10,8,0.125
"164",16,8,0.125
"165",32,8,0.125
"166",0.125,9,0.125
"167",0.25,9,0.125
"168",0.5,9,0.125
"169",1,9,0.125
"170",2,9,0.125
"171",3,9,0.125
"172",4,9,0.125
"173",5,9,0.125
"174",6,9,0.125
"175",7,9,0.125
"176",8,9,0.125
"177",9,9,0.125
"178",10,9,0.125
"179",16,9,0.125
"180",32,9,0.125
"181",0.125,10,0.125
"182",0.25,10,0.125
"183",0.5,10,0.125
"184",1,10,0.125
"185",2,10,0.125
"186",3,10,0.125
"187",4,10,0.125
"188",5,10,0.125
"189",6,10,0.125
"190",7,10,0.125
"191",8,10,0.125
"192",9,10,0.125
"193",10,10,0.125
"194",16,10,0.125
"195",32,10,0.125
"196",0.125,16,0.125
"197",0.25,16,0.125
"198",0.5,16,0.125
"199",1,16,0.125
"200",2,16,0.125
"201",3,16,0.125
"202",4,16,0.125
"203",5,16,0.125
"204",6,16,0.125
"205",7,16,0.125
"206",8,16,0.125
"207",9,16,0.125
"208",10,16,0.125
"209",16,16,0.125
"210",32,16,0.125
"211",0.125,32,0.125
"212",0.25,32,0.125
"213",0.5,32,0.125
"214",1,32,0.125
"215",2,32,0.125
"216",3,32,0.125
"217",4,32,0.125
"218",5,32,0.125
"219",6,32,0.125
"220",7,32,0.125
"221",8,32,0.125
"222",9,32,0.125
"223",10,32,0.125
"224",16,32,0.125
"225",32,32,0.125
"226",0.125,0.125,0.25
"227",0.25,0.125,0.25
"228",0.5,0.125,0.25
"229",1,0.125,0.25
"230",2,0.125,0.25
"231",3,0.125,0.25
"232",4,0.125,0.25
"233",5,0.125,0.25
"234",6,0.125,0.25
"235",7,0.125,0.25
"236",8,0.125,0.25
"237",9,0.125,0.25
"238",10,0.125,0.25
"239",16,0.125,0.25
"240",32,0.125,0.25
"241",0.125,0.25,0.25
"242",0.25,0.25,0.25
"243",0.5,0.25,0.25
"244",1,0.25,0.25
"245",2,0.25,0.25
"246",3,0.25,0.25
"247",4,0.25,0.25
"248",5,0.25,0.25
"249",6,0.25,0.25
"250",7,0.25,0.25
"251",8,0.25,0.25
"252",9,0.25,0.25
"253",10,0.25,0.25
"254",16,0.25,0.25
"255",32,0.25,0.25
"256",0.125,0.5,0.25
"257",0.25,0.5,0.25
"258",0.5,0.5,0.25
"259",1,0.5,0.25
"260",2,0.5,0.25
"261",3,0.5,0.25
"262",4,0.5,0.25
"263",5,0.5,0.25
"264",6,0.5,0.25
"265",7,0.5,0.25
"266",8,0.5,0.25
"267",9,0.5,0.25
"268",10,0.5,0.25
"269",16,0.5,0.25
"270",32,0.5,0.25
"271",0.125,1,0.25
"272",0.25,1,0.25
"273",0.5,1,0.25
"274",1,1,0.25
"275",2,1,0.25
"276",3,1,0.25
"277",4,1,0.25
"278",5,1,0.25
"279",6,1,0.25
"280",7,1,0.25
"281",8,1,0.25
"282",9,1,0.25
"283",10,1,0.25
"284",16,1,0.25
"285",32,1,0.25
"286",0.125,2,0.25
"287",0.25,2,0.25
"288",0.5,2,0.25
"289",1,2,0.25
"290",2,2,0.25
"291",3,2,0.25
"292",4,2,0.25
"293",5,2,0.25
"294",6,2,0.25
"295",7,2,0.25
"296",8,2,0.25
"297",9,2,0.25
"298",10,2,0.25
"299",16,2,0.25
"300",32,2,0.25
"301",0.125,3,0.25
"302",0.25,3,0.25
"303",0.5,3,0.25
"304",1,3,0.25
"305",2,3,0.25
"306",3,3,0.25
"307",4,3,0.25
"308",5,3,0.25
"309",6,3,0.25
"310",7,3,0.25
"311",8,3,0.25
"312",9,3,0.25
"313",10,3,0.25
"314",16,3,0.25
"315",32,3,0.25
"316",0.125,4,0.25
"317",0.25,4,0.25
"318",0.5,4,0.25
"319",1,4,0.25
"320",2,4,0.25
"321",3,4,0.25
"322",4,4,0.25
"323",5,4,0.25
"324",6,4,0.25
"325",7,4,0.25
"326",8,4,0.25
"327",9,4,0.25
"328",10,4,0.25
"329",16,4,0.25
"330",32,4,0.25
"331",0.125,5,0.25
"332",0.25,5,0.25
"333",0.5,5,0.25
"334",1,5,0.25
"335",2,5,0.25
"336",3,5,0.25
"337",4,5,0.25
"338",5,5,0.25
"339",6,5,0.25
"340",7,5,0.25
"341",8,5,0.25
"342",9,5,0.25
"343",10,5,0.25
"344",16,5,0.25
"345",32,5,0.25
"346",0.125,6,0.25
"347",0.25,6,0.25
"348",0.5,6,0.25
"349",1,6,0.25
"350",2,6,0.25
"351",3,6,0.25
"352",4,6,0.25
"353",5,6,0.25
"354",6,6,0.25
"355",7,6,0.25
"356",8,6,0.25
"357",9,6,0.25
"358",10,6,0.25
"359",16,6,0.25
"360",32,6,0.25
"361",0.125,7,0.25
"362",0.25,7,0.25
"363",0.5,7,0.25
"364",1,7,0.25
"365",2,7,0.25
"366",3,7,0.25
"367",4,7,0.25
"368",5,7,0.25
"369",6,7,0.25
"370",7,7,0.25
"371",8,7,0.25
"372",9,7,0.25
"373",10,7,0.25
"374",16,7,0.25
"375",32,7,0.25
"376",0.125,8,0.25
"377",0.25,8,0.25
"378",0.5,8,0.25
"379",1,8,0.25
"380",2,8,0.25
"381",3,8,0.25
"382",4,8,0.25
"383",5,8,0.25
"384",6,8,0.25
"385",7,8,0.25
"386",8,8,0.25
"387",9,8,0.25
"388",10,8,0.25
"389",16,8,0.25
"390",32,8,0.25
"391",0.125,9,0.25
"392",0.25,9,0.25
"393",0.5,9,0.25
"394",1,9,0.25
"395",2,9,0.25
"396",3,9,0.25
"397",4,9,0.25
"398",5,9,0.25
"399",6,9,0.25
"400",7,9,0.25
"401",8,9,0.25
"402",9,9,0.25
"403",10,9,0.25
"404",16,9,0.25
"405",32,9,0.25
"406",0.125,10,0.25
"407",0.25,10,0.25
"408",0.5,10,0.25
"409",1,10,0.25
"410",2,10,0.25
"411",3,10,0.25
"412",4,10,0.25
"413",5,10,0.25
"414",6,10,0.25
"415",7,10,0.25
"416",8,10,0.25
"417",9,10,0.25
"418",10,10,0.25
"419",16,10,0.25
"420",32,10,0.25
"421",0.125,16,0.25
"422",0.25,16,0.25
"423",0.5,16,0.25
"424",1,16,0.25
"425",2,16,0.25
"426",3,16,0.25
"427",4,16,0.25
"428",5,16,0.25
"429",6,16,0.25
"430",7,16,0.25
"431",8,16,0.25
"432",9,16,0.25
"433",10,16,0.25
"434",16,16,0.25
"435",32,16,0.25
"436",0.125,32,0.25
"437",0.25,32,0.25
"438",0.5,32,0.25
"439",1,32,0.25
"440",2,32,0.25
"441",3,32,0.25
"442",4,32,0.25
"443",5,32,0.25
"444",6,32,0.25
"445",7,32,0.25
"446",8,32,0.25
"447",9,32,0.25
"448",10,32,0.25
"449",16,32,0.25
"450",32,32,0.25
"451",0.125,0.125,0.5
"452",0.25,0.125,0.5
"453",0.5,0.125,0.5
"454",1,0.125,0.5
"455",2,0.125,0.5
"456",3,0.125,0.5
"457",4,0.125,0.5
"458",5,0.125,0.5
"459",6,0.125,0.5
"460",7,0.125,0.5
"461",8,0.125,0.5
"462",9,0.125,0.5
"463",10,0.125,0.5
"464",16,0.125,0.5
"465",32,0.125,0.5
"466",0.125,0.25,0.5
"467",0.25,0.25,0.5
"468",0.5,0.25,0.5
"469",1,0.25,0.5
"470",2,0.25,0.5
"471",3,0.25,0.5
"472",4,0.25,0.5
"473",5,0.25,0.5
"474",6,0.25,0.5
"475",7,0.25,0.5
"476",8,0.25,0.5
"477",9,0.25,0.5
"478",10,0.25,0.5
"479",16,0.25,0.5
"480",32,0.25,0.5
"481",0.125,0.5,0.5
"482",0.25,0.5,0.5
"483",0.5,0.5,0.5
"484",1,0.5,0.5
"485",2,0.5,0.5
"486",3,0.5,0.5
"487",4,0.5,0.5
"488",5,0.5,0.5
"489",6,0.5,0.5
"490",7,0.5,0.5
"491",8,0.5,0.5
"492",9,0.5,0.5
"493",10,0.5,0.5
"494",16,0.5,0.5
"495",32,0.5,0.5
"496",0.125,1,0.5
"497",0.25,1,0.5
"498",0.5,1,0.5
"499",1,1,0.5
"500",2,1,0.5
"501",3,1,0.5
"502",4,1,0.5
"503",5,1,0.5
"504",6,1,0.5
"505",7,1,0.5
"506",8,1,0.5
"507",9,1,0.5
"508",10,1,0.5
"509",16,1,0.5
"510",32,1,0.5
"511",0.125,2,0.5
"512",0.25,2,0.5
"513",0.5,2,0.5
"514",1,2,0.5
"515",2,2,0.5
"516",3,2,0.5
"517",4,2,0.5
"518",5,2,0.5
"519",6,2,0.5
"520",7,2,0.5
"521",8,2,0.5
"522",9,2,0.5
"523",10,2,0.5
"524",16,2,0.5
"525",32,2,0.5
"526",0.125,3,0.5
"527",0.25,3,0.5
"528",0.5,3,0.5
"529",1,3,0.5
"530",2,3,0.5
"531",3,3,0.5
"532",4,3,0.5
"533",5,3,0.5
"534",6,3,0.5
"535",7,3,0.5
"536",8,3,0.5
"537",9,3,0.5
"538",10,3,0.5
"539",16,3,0.5
"540",32,3,0.5
"541",0.125,4,0.5
"542",0.25,4,0.5
"543",0.5,4,0.5
"544",1,4,0.5
"545",2,4,0.5
"546",3,4,0.5
"547",4,4,0.5
"548",5,4,0.5
"549",6,4,0.5
"550",7,4,0.5
"551",8,4,0.5
"552",9,4,0.5
"553",10,4,0.5
"554",16,4,0.5
"555",32,4,0.5
"556",0.125,5,0.5
"557",0.25,5,0.5
"558",0.5,5,0.5
"559",1,5,0.5
"560",2,5,0.5
"561",3,5,0.5
"562",4,5,0.5
"563",5,5,0.5
"564",6,5,0.5
"565",7,5,0.5
"566",8,5,0.5
"567",9,5,0.5
"568",10,5,0.5
"569",16,5,0.5
"570",32,5,0.5
"571",0.125,6,0.5
"572",0.25,6,0.5
"573",0.5,6,0.5
"574",1,6,0.5
"575",2,6,0.5
"576",3,6,0.5
"577",4,6,0.5
"578",5,6,0.5
"579",6,6,0.5
"580",7,6,0.5
"581",8,6,0.5
"582",9,6,0.5
"583",10,6,0.5
"584",16,6,0.5
"585",32,6,0.5
"586",0.125,7,0.5
"587",0.25,7,0.5
"588",0.5,7,0.5
"589",1,7,0.5
"590",2,7,0.5
"591",3,7,0.5
"592",4,7,0.5
"593",5,7,0.5
"594",6,7,0.5
"595",7,7,0.5
"596",8,7,0.5
"597",9,7,0.5
"598",10,7,0.5
"599",16,7,0.5
"600",32,7,0.5
"601",0.125,8,0.5
"602",0.25,8,0.5
"603",0.5,8,0.5
"604",1,8,0.5
"605",2,8,0.5
"606",3,8,0.5
"607",4,8,0.5
"608",5,8,0.5
"609",6,8,0.5
"610",7,8,0.5
"611",8,8,0.5
"612",9,8,0.5
"613",10,8,0.5
"614",16,8,0.5
"615",32,8,0.5
"616",0.125,9,0.5
"617",0.25,9,0.5
"618",0.5,9,0.5
"619",1,9,0.5
"620",2,9,0.5
"621",3,9,0.5
"622",4,9,0.5
"623",5,9,0.5
"624",6,9,0.5
"625",7,9,0.5
"626",8,9,0.5
"627",9,9,0.5
"628",10,9,0.5
"629",16,9,0.5
"630",32,9,0.5
"631",0.125,10,0.5
"632",0.25,10,0.5
"633",0.5,10,0.5
"634",1,10,0.5
"635",2,10,0.5
"636",3,10,0.5
"637",4,10,0.5
"638",5,10,0.5
"639",6,10,0.5
"640",7,10,0.5
"641",8,10,0.5
"642",9,10,0.5
"643",10,10,0.5
"644",16,10,0.5
"645",32,10,0.5
"646",0.125,16,0.5
"647",0.25,16,0.5
"648",0.5,16,0.5
"649",1,16,0.5
"650",2,16,0.5
"651",3,16,0.5
"652",4,16,0.5
"653",5,16,0.5
"654",6,16,0.5
"655",7,16,0.5
"656",8,16,0.5
"657",9,16,0.5
"658",10,16,0.5
"659",16,16,0.5
"660",32,16,0.5
"661",0.125,32,0.5
"662",0.25,32,0.5
"663",0.5,32,0.5
"664",1,32,0.5
"665",2,32,0.5
"666",3,32,0.5
"667",4,32,0.5
"668",5,32,0.5
"669",6,32,0.5
"670",7,32,0.5
"671",8,32,0.5
"672",9,32,0.5
"673",10,32,0.5
"674",16,32,0.5
"675",32,32,0.5
"676",0.125,0.125,1
"677",0.25,0.125,1
"678",0.5,0.125,1
"679",1,0.125,1
"680",2,0.125,1
"681",3,0.125,1
"682",4,0.125,1
"683",5,0.125,1
"684",6,0.125,1
"685",7,0.125,1
"686",8,0.125,1
"687",9,0.125,1
"688",10,0.125,1
"689",16,0.125,1
"690",32,0.125,1
"691",0.125,0.25,1
"692",0.25,0.25,1
"693",0.5,0.25,1
"694",1,0.25,1
"695",2,0.25,1
"696",3,0.25,1
"697",4,0.25,1
"698",5,0.25,1
"699",6,0.25,1
"700",7,0.25,1
"701",8,0.25,1
"702",9,0.25,1
"703",10,0.25,1
"704",16,0.25,1
"705",32,0.25,1
"706",0.125,0.5,1
"707",0.25,0.5,1
"708",0.5,0.5,1
"709",1,0.5,1
"710",2,0.5,1
"711",3,0.5,1
"712",4,0.5,1
"713",5,0.5,1
"714",6,0.5,1
"715",7,0.5,1
"716",8,0.5,1
"717",9,0.5,1
"718",10,0.5,1
"719",16,0.5,1
"720",32,0.5,1
"721",0.125,1,1
"722",0.25,1,1
"723",0.5,1,1
"724",1,1,1
"725",2,1,1
"726",3,1,1
"727",4,1,1
"728",5,1,1
"729",6,1,1
"730",7,1,1
"731",8,1,1
"732",9,1,1
"733",10,1,1
"734",16,1,1
"735",32,1,1
"736",0.125,2,1
"737",0.25,2,1
"738",0.5,2,1
"739",1,2,1
"740",2,2,1
"741",3,2,1
"742",4,2,1
"743",5,2,1
"744",6,2,1
"745",7,2,1
"746",8,2,1
"747",9,2,1
"748",10,2,1
"749",16,2,1
"750",32,2,1
"751",0.125,3,1
"752",0.25,3,1
"753",0.5,3,1
"754",1,3,1
"755",2,3,1
"756",3,3,1
"757",4,3,1
"758",5,3,1
"759",6,3,1
"760",7,3,1
"761",8,3,1
"762",9,3,1
"763",10,3,1
"764",16,3,1
"765",32,3,1
"766",0.125,4,1
"767",0.25,4,1
"768",0.5,4,1
"769",1,4,1
"770",2,4,1
"771",3,4,1
"772",4,4,1
"773",5,4,1
"774",6,4,1
"775",7,4,1
"776",8,4,1
"777",9,4,1
"778",10,4,1
"779",16,4,1
"780",32,4,1
"781",0.125,5,1
"782",0.25,5,1
"783",0.5,5,1
"784",1,5,1
"785",2,5,1
"786",3,5,1
"787",4,5,1
"788",5,5,1
"789",6,5,1
"790",7,5,1
"791",8,5,1
"792",9,5,1
"793",10,5,1
"794",16,5,1
"795",32,5,1
"796",0.125,6,1
"797",0.25,6,1
"798",0.5,6,1
"799",1,6,1
"800",2,6,1
"801",3,6,1
"802",4,6,1
"803",5,6,1
"804",6,6,1
"805",7,6,1
"806",8,6,1
"807",9,6,1
"808",10,6,1
"809",16,6,1
"810",32,6,1
"811",0.125,7,1
"812",0.25,7,1
"813",0.5,7,1
"814",1,7,1
"815",2,7,1
"816",3,7,1
"817",4,7,1
"818",5,7,1
"819",6,7,1
"820",7,7,1
"821",8,7,1
"822",9,7,1
"823",10,7,1
"824",16,7,1
"825",32,7,1
"826",0.125,8,1
"827",0.25,8,1
"828",0.5,8,1
"829",1,8,1
"830",2,8,1
"831",3,8,1
"832",4,8,1
"833",5,8,1
"834",6,8,1
"835",7,8,1
"836",8,8,1
"837",9,8,1
"838",10,8,1
"839",16,8,1
"840",32,8,1
"841",0.125,9,1
"842",0.25,9,1
"843",0.5,9,1
"844",1,9,1
"845",2,9,1
"846",3,9,1
"847",4,9,1
"848",5,9,1
"849",6,9,1
"850",7,9,1
"851",8,9,1
"852",9,9,1
"853",10,9,1
"854",16,9,1
"855",32,9,1
"856",0.125,10,1
"857",0.25,10,1
"858",0.5,10,1
"859",1,10,1
"860",2,10,1
"861",3,10,1
"862",4,10,1
"863",5,10,1
"864",6,10,1
"865",7,10,1
"866",8,10,1
"867",9,10,1
"868",10,10,1
"869",16,10,1
"870",32,10,1
"871",0.125,16,1
"872",0.25,16,1
"873",0.5,16,1
"874",1,16,1
"875",2,16,1
"876",3,16,1
"877",4,16,1
"878",5,16,1
"879",6,16,1
"880",7,16,1
"881",8,16,1
"882",9,16,1
"883",10,16,1
"884",16,16,1
"885",32,16,1
"886",0.125,32,1
"887",0.25,32,1
"888",0.5,32,1
"889",1,32,1
"890",2,32,1
"891",3,32,1
"892",4,32,1
"893",5,32,1
"894",6,32,1
"895",7,32,1
"896",8,32,1
"897",9,32,1
"898",10,32,1
"899",16,32,1
"900",32,32,1
"901",0.125,0.125,2
"902",0.25,0.125,2
"903",0.5,0.125,2
"904",1,0.125,2
"905",2,0.125,2
"906",3,0.125,2
"907",4,0.125,2
"908",5,0.125,2
"909",6,0.125,2
"910",7,0.125,2
"911",8,0.125,2
"912",9,0.125,2
"913",10,0.125,2
"914",16,0.125,2
"915",32,0.125,2
"916",0.125,0.25,2
"917",0.25,0.25,2
"918",0.5,0.25,2
"919",1,0.25,2
"920",2,0.25,2
"921",3,0.25,2
"922",4,0.25,2
"923",5,0.25,2
"924",6,0.25,2
"925",7,0.25,2
"926",8,0.25,2
"927",9,0.25,2
"928",10,0.25,2
"929",16,0.25,2
"930",32,0.25,2
"931",0.125,0.5,2
"932",0.25,0.5,2
"933",0.5,0.5,2
"934",1,0.5,2
"935",2,0.5,2
"936",3,0.5,2
"937",4,0.5,2
"938",5,0.5,2
"939",6,0.5,2
"940",7,0.5,2
"941",8,0.5,2
"942",9,0.5,2
"943",10,0.5,2
"944",16,0.5,2
"945",32,0.5,2
"946",0.125,1,2
"947",0.25,1,2
"948",0.5,1,2
"949",1,1,2
"950",2,1,2
"951",3,1,2
"952",4,1,2
"953",5,1,2
"954",6,1,2
"955",7,1,2
"956",8,1,2
"957",9,1,2
"958",10,1,2
"959",16,1,2
"960",32,1,2
"961",0.125,2,2
"962",0.25,2,2
"963",0.5,2,2
"964",1,2,2
"965",2,2,2
"966",3,2,2
"967",4,2,2
"968",5,2,2
"969",6,2,2
"970",7,2,2
"971",8,2,2
"972",9,2,2
"973",10,2,2
"974",16,2,2
"975",32,2,2
"976",0.125,3,2
"977",0.25,3,2
"978",0.5,3,2
"979",1,3,2
"980",2,3,2
"981",3,3,2
"982",4,3,2
"983",5,3,2
"984",6,3,2
"985",7,3,2
"986",8,3,2
"987",9,3,2
"988",10,3,2
"989",16,3,2
"990",32,3,2
"991",0.125,4,2
"992",0.25,4,2
"993",0.5,4,2
"994",1,4,2
"995",2,4,2
"996",3,4,2
"997",4,4,2
"998",5,4,2
"999",6,4,2
"1000",7,4,2
"1001",8,4,2
"1002",9,4,2
"1003",10,4,2
"1004",16,4,2
"1005",32,4,2
"1006",0.125,5,2
"1007",0.25,5,2
"1008",0.5,5,2
"1009",1,5,2
"1010",2,5,2
"1011",3,5,2
"1012",4,5,2
"1013",5,5,2
"1014",6,5,2
"1015",7,5,2
"1016",8,5,2
"1017",9,5,2
"1018",10,5,2
"1019",16,5,2
"1020",32,5,2
"1021",0.125,6,2
"1022",0.25,6,2
"1023",0.5,6,2
"1024",1,6,2
"1025",2,6,2
"1026",3,6,2
"1027",4,6,2
"1028",5,6,2
"1029",6,6,2
"1030",7,6,2
"1031",8,6,2
"1032",9,6,2
"1033",10,6,2
"1034",16,6,2
"1035",32,6,2
"1036",0.125,7,2
"1037",0.25,7,2
"1038",0.5,7,2
"1039",1,7,2
"1040",2,7,2
"1041",3,7,2
"1042",4,7,2
"1043",5,7,2
"1044",6,7,2
"1045",7,7,2
"1046",8,7,2
"1047",9,7,2
"1048",10,7,2
"1049",16,7,2
"1050",32,7,2
"1051",0.125,8,2
"1052",0.25,8,2
"1053",0.5,8,2
"1054",1,8,2
"1055",2,8,2
"1056",3,8,2
"1057",4,8,2
"1058",5,8,2
"1059",6,8,2
"1060",7,8,2
"1061",8,8,2
"1062",9,8,2
"1063",10,8,2
"1064",16,8,2
"1065",32,8,2
"1066",0.125,9,2
"1067",0.25,9,2
"1068",0.5,9,2
"1069",1,9,2
"1070",2,9,2
"1071",3,9,2
"1072",4,9,2
"1073",5,9,2
"1074",6,9,2
"1075",7,9,2
"1076",8,9,2
"1077",9,9,2
"1078",10,9,2
"1079",16,9,2
"1080",32,9,2
"1081",0.125,10,2
"1082",0.25,10,2
"1083",0.5,10,2
"1084",1,10,2
"1085",2,10,2
"1086",3,10,2
"1087",4,10,2
"1088",5,10,2
"1089",6,10,2
"1090",7,10,2
"1091",8,10,2
"1092",9,10,2
"1093",10,10,2
"1094",16,10,2
"1095",32,10,2
"1096",0.125,16,2
"1097",0.25,16,2
"1098",0.5,16,2
"1099",1,16,2
"1100",2,16,2
"1101",3,16,2
"1102",4,16,2
"1103",5,16,2
"1104",6,16,2
"1105",7,16,2
"1106",8,16,2
"1107",9,16,2
"1108",10,16,2
"1109",16,16,2
"1110",32,16,2
"1111",0.125,32,2
"1112",0.25,32,2
"1113",0.5,32,2
"1114",1,32,2
"1115",2,32,2
"1116",3,32,2
"1117",4,32,2
"1118",5,32,2
"1119",6,32,2
"1120",7,32,2
"1121",8,32,2
"1122",9,32,2
"1123",10,32,2
"1124",16,32,2
"1125",32,32,2
"1126",0.125,0.125,3
"1127",0.25,0.125,3
"1128",0.5,0.125,3
"1129",1,0.125,3
"1130",2,0.125,3
"1131",3,0.125,3
"1132",4,0.125,3
"1133",5,0.125,3
"1134",6,0.125,3
"1135",7,0.125,3
"1136",8,0.125,3
"1137",9,0.125,3
"1138",10,0.125,3
"1139",16,0.125,3
"1140",32,0.125,3
"1141",0.125,0.25,3
"1142",0.25,0.25,3
"1143",0.5,0.25,3
"1144",1,0.25,3
"1145",2,0.25,3
"1146",3,0.25,3
"1147",4,0.25,3
"1148",5,0.25,3
"1149",6,0.25,3
"1150",7,0.25,3
"1151",8,0.25,3
"1152",9,0.25,3
"1153",10,0.25,3
"1154",16,0.25,3
"1155",32,0.25,3
"1156",0.125,0.5,3
"1157",0.25,0.5,3
"1158",0.5,0.5,3
"1159",1,0.5,3
"1160",2,0.5,3
"1161",3,0.5,3
"1162",4,0.5,3
"1163",5,0.5,3
"1164",6,0.5,3
"1165",7,0.5,3
"1166",8,0.5,3
"1167",9,0.5,3
"1168",10,0.5,3
"1169",16,0.5,3
"1170",32,0.5,3
"1171",0.125,1,3
"1172",0.25,1,3
"1173",0.5,1,3
"1174",1,1,3
"1175",2,1,3
"1176",3,1,3
"1177",4,1,3
"1178",5,1,3
"1179",6,1,3
"1180",7,1,3
"1181",8,1,3
"1182",9,1,3
"1183",10,1,3
"1184",16,1,3
"1185",32,1,3
"1186",0.125,2,3
"1187",0.25,2,3
"1188",0.5,2,3
"1189",1,2,3
"1190",2,2,3
"1191",3,2,3
"1192",4,2,3
"1193",5,2,3
"1194",6,2,3
"1195",7,2,3
"1196",8,2,3
"1197",9,2,3
"1198",10,2,3
"1199",16,2,3
"1200",32,2,3
"1201",0.125,3,3
"1202",0.25,3,3
"1203",0.5,3,3
"1204",1,3,3
"1205",2,3,3
"1206",3,3,3
"1207",4,3,3
"1208",5,3,3
"1209",6,3,3
"1210",7,3,3
"1211",8,3,3
"1212",9,3,3
"1213",10,3,3
"1214",16,3,3
"1215",32,3,3
"1216",0.125,4,3
"1217",0.25,4,3
"1218",0.5,4,3
"1219",1,4,3
"1220",2,4,3
"1221",3,4,3
"1222",4,4,3
"1223",5,4,3
"1224",6,4,3
"1225",7,4,3
"1226",8,4,3
"1227",9,4,3
"1228",10,4,3
"1229",16,4,3
"1230",32,4,3
"1231",0.125,5,3
"1232",0.25,5,3
"1233",0.5,5,3
"1234",1,5,3
"1235",2,5,3
"1236",3,5,3
"1237",4,5,3
"1238",5,5,3
"1239",6,5,3
"1240",7,5,3
"1241",8,5,3
"1242",9,5,3
"1243",10,5,3
"1244",16,5,3
"1245",32,5,3
"1246",0.125,6,3
"1247",0.25,6,3
"1248",0.5,6,3
"1249",1,6,3
"1250",2,6,3
"1251",3,6,3
"1252",4,6,3
"1253",5,6,3
"1254",6,6,3
"1255",7,6,3
"1256",8,6,3
"1257",9,6,3
"1258",10,6,3
